bot_system,bot_version,bot_country,capture_date,is_movie,offer_type,program_key,series_key,series_title,season_number,episode_number,program_title,provider_release_date,provider_cease_date,release_date,viewable_runtime,maturity_rating,original_language,series_url,program_url,series_source_id,source_id,imdb_id,genre,imdb_rating
adultswim,1.0.0,US,05/17/2020,0,TVE,E|lupin_the_3rd_part_5|2019,S|her_relationship_with_lupin|2019,Lupin The 3Rd Part 5,1,15,Her Relationship with Lupin,05/11/2020,10/05/2020,09/22/2019,1325,TV-14 SV,en,https://www.adultswim.com/videos/lupin-the-3rd-part-5,https://www.adultswim.com//videos/lupin-the-3rd-part-5/her-relationship-with-lupin,VideoCollection:AWsjveiCCorLtcgflq7h,AW1Ke2zb1YiBSfg0KXA5,,,
adultswim,1.0.0,US,05/17/2020,0,Free,E|lupin_the_3rd_part_5|NaN,S|lupin_iii_part_v_trailer|NaN,Lupin The 3Rd Part 5,,,Lupin III Part V Trailer,06/10/2019,,,60,NaN,en,https://www.adultswim.com/videos/lupin-the-3rd-part-5,https://www.adultswim.com//videos/lupin-the-3rd-part-5/lupin-iii-part-v-trailer,VideoCollection:AWsjveiCCorLtcgflq7h,AWszyQ3NCorLtcgflrEz,,,
adultswim,1.0.0,US,05/17/2020,0,TVE,E|lupin_the_3rd_part_5|2019,S|is_lupin_still_burning|2019,Lupin The 3Rd Part 5,0,0,Is Lupin Still Burning?,01/26/2020,06/01/2020,12/15/2019,1632,TV-14 DLSV,en,https://www.adultswim.com/videos/lupin-the-3rd-part-5,https://www.adultswim.com//videos/lupin-the-3rd-part-5/is-lupin-still-burning,VideoCollection:AWsjveiCCorLtcgflq7h,AW8MRl3A3HMJfT8do6cH,,,
adultswim,1.0.0,US,05/17/2020,0,TVE,E|lupin_the_3rd_part_5|2019,S|the_girl_in_the_twin_towers|2019,Lupin The 3Rd Part 5,1,1,The Girl in the Twin Towers,01/27/2020,06/08/2020,06/16/2019,1336,TV-14 L,en,https://www.adultswim.com/videos/lupin-the-3rd-part-5,https://www.adultswim.com//videos/lupin-the-3rd-part-5/the-girl-in-the-twin-towers,VideoCollection:AWsjveiCCorLtcgflq7h,AWtBkxgaCorLtcgflrGZ,,,
adultswim,1.0.0,US,05/17/2020,0,TVE,E|lupin_the_3rd_part_5|2019,S|the_lupin_game|2019,Lupin The 3Rd Part 5,1,2,The Lupin Game,02/10/2020,06/15/2020,06/23/2019,1337,TV-14 DLSV,en,https://www.adultswim.com/videos/lupin-the-3rd-part-5,https://www.adultswim.com//videos/lupin-the-3rd-part-5/the-lupin-game,VideoCollection:AWsjveiCCorLtcgflq7h,AWt6bPiO4aLemgzOLEzb,,,
adultswim,1.0.0,US,05/17/2020,0,TVE,E|lupin_the_3rd_part_5|2019,S|the_killers_gather_in_the_wasteland|2019,Lupin The 3Rd Part 5,1,3,The Killers Gather in the Wasteland,02/17/2020,07/13/2020,06/30/2019,1325,NaN,en,https://www.adultswim.com/videos/lupin-the-3rd-part-5,https://www.adultswim.com//videos/lupin-the-3rd-part-5/the-killers-gather-in-the-wasteland,VideoCollection:AWsjveiCCorLtcgflq7h,AWufnDByCorLtcgflrkq,,,
adultswim,1.0.0,US,05/17/2020,0,TVE,E|lupin_the_3rd_part_5|2019,S|zenigatas_pride_and_the_desert_dust|2019,Lupin The 3Rd Part 5,1,4,Zenigata's Pride and the Desert Dust,02/24/2020,07/20/2020,07/07/2019,1325,TV-14 DLSV,en,https://www.adultswim.com/videos/lupin-the-3rd-part-5,https://www.adultswim.com//videos/lupin-the-3rd-part-5/zenigatas-pride-and-the-desert-dust,VideoCollection:AWsjveiCCorLtcgflq7h,AWu0KmfsCorLtcgflrw2,,,
adultswim,1.0.0,US,05/17/2020,0,TVE,E|lupin_the_3rd_part_5|2019,S|a_crooks_resolve|2019,Lupin The 3Rd Part 5,1,5,A Crook's Resolve,03/02/2020,07/28/2020,07/14/2019,1326,TV-14 SV,en,https://www.adultswim.com/videos/lupin-the-3rd-part-5,https://www.adultswim.com//videos/lupin-the-3rd-part-5/a-crooks-resolve,VideoCollection:AWsjveiCCorLtcgflq7h,AWvjuRJHCorLtcgflsBh,,,
adultswim,1.0.0,US,05/17/2020,0,TVE,E|lupin_the_3rd_part_5|2019,S|lupin_vs_the_smart_safe|2019,Lupin The 3Rd Part 5,1,6,Lupin vs The Smart Safe,03/09/2020,08/03/2020,07/21/2019,1325,TV-14 DS,en,https://www.adultswim.com/videos/lupin-the-3rd-part-5,https://www.adultswim.com//videos/lupin-the-3rd-part-5/lupin-vs-the-smart-safe,VideoCollection:AWsjveiCCorLtcgflq7h,AWwF6HXrCorLtcgflsZR,,,
adultswim,1.0.0,US,05/17/2020,0,TVE,E|lupin_the_3rd_part_5|2019,S|his_name_is_albert|2019,Lupin The 3Rd Part 5,1,7,His Name is Albert,03/16/2020,08/10/2020,07/28/2019,1325,TV-14 S,en,https://www.adultswim.com/videos/lupin-the-3rd-part-5,https://www.adultswim.com//videos/lupin-the-3rd-part-5/his-name-is-albert,VideoCollection:AWsjveiCCorLtcgflq7h,AWwq5pAqCorLtcgfltJC,,,
adultswim,1.0.0,US,05/17/2020,0,TVE,E|lupin_the_3rd_part_5|2019,S|who_has_the_black_notebook|2019,Lupin The 3Rd Part 5,1,8,Who Has the Black Notebook?,03/23/2020,08/17/2020,08/04/2019,1325,TV-14 LSV,en,https://www.adultswim.com/videos/lupin-the-3rd-part-5,https://www.adultswim.com//videos/lupin-the-3rd-part-5/who-has-the-black-notebook,VideoCollection:AWsjveiCCorLtcgflq7h,AWxOW-wxCorLtcgfltVf,,,
adultswim,1.0.0,US,05/17/2020,0,TVE,E|lupin_the_3rd_part_5|2019,S|the_man_who_abandoned_lupin|2019,Lupin The 3Rd Part 5,1,9,The Man Who Abandoned Lupin,03/30/2020,08/24/2020,08/11/2019,1325,TV-14 SV,en,https://www.adultswim.com/videos/lupin-the-3rd-part-5,https://www.adultswim.com//videos/lupin-the-3rd-part-5/the-man-who-abandoned-lupin,VideoCollection:AWsjveiCCorLtcgflq7h,AWxtZOo8CorLtcgflteW,,,
adultswim,1.0.0,US,05/17/2020,0,TVE,E|lupin_the_3rd_part_5|2019,S|thief_and_thief|2019,Lupin The 3Rd Part 5,1,10,Thief and Thief,04/06/2020,08/31/2020,08/18/2019,1280,TV-14 LSV,en,https://www.adultswim.com/videos/lupin-the-3rd-part-5,https://www.adultswim.com//videos/lupin-the-3rd-part-5/thief-and-thief,VideoCollection:AWsjveiCCorLtcgflq7h,AWyVqE-G4aLemgzOLGOy,,,
adultswim,1.0.0,US,05/17/2020,0,TVE,E|lupin_the_3rd_part_5|2019,S|get_pablos_collection|2019,Lupin The 3Rd Part 5,1,11,Get Pablo's Collection,04/13/2020,09/07/2020,08/25/2019,1325,TV-14 DS,en,https://www.adultswim.com/videos/lupin-the-3rd-part-5,https://www.adultswim.com//videos/lupin-the-3rd-part-5/get-pablos-collection,VideoCollection:AWsjveiCCorLtcgflq7h,AWy_KCvx4aLemgzOLGS6,,,
adultswim,1.0.0,US,05/17/2020,0,TVE,E|lupin_the_3rd_part_5|2019,S|the_extravagance_of_goemon_ishikawa_xiii|2019,Lupin The 3Rd Part 5,1,12,The Extravagance of Goemon Ishikawa XIII,04/20/2020,09/14/2020,09/01/2019,1325,TV-14 SV,en,https://www.adultswim.com/videos/lupin-the-3rd-part-5,https://www.adultswim.com//videos/lupin-the-3rd-part-5/the-extravagance-of-goemon-ishikawa-xiii,VideoCollection:AWsjveiCCorLtcgflq7h,AWze4xvI4aLemgzOLGVm,,,
adultswim,1.0.0,US,05/17/2020,0,TVE,E|lupin_the_3rd_part_5|2019,S|the_bow_the_princess_and_the_terrorist|2019,Lupin The 3Rd Part 5,1,13,"The Bow, The Princess, and the Terrorist",04/27/2020,09/21/2020,09/08/2019,1325,TV-14 DSV,en,https://www.adultswim.com/videos/lupin-the-3rd-part-5,https://www.adultswim.com//videos/lupin-the-3rd-part-5/the-bow-the-princess-and-the-terrorist,VideoCollection:AWsjveiCCorLtcgflq7h,AWz4yQUdCorLtcgfluHi,,,
adultswim,1.0.0,US,05/17/2020,0,TVE,E|lupin_the_3rd_part_5|2019,S|how_to_steal_a_kingdom|2019,Lupin The 3Rd Part 5,1,14,How to Steal A Kingdom,05/04/2020,09/28/2020,09/15/2019,1325,TV-14 SV,en,https://www.adultswim.com/videos/lupin-the-3rd-part-5,https://www.adultswim.com//videos/lupin-the-3rd-part-5/how-to-steal-a-kingdom,VideoCollection:AWsjveiCCorLtcgflq7h,AW0rAUA94aLemgzOLGcB,,,
adultswim,1.0.0,US,05/17/2020,0,TVE,E|lupin_the_3rd_part_5|2019,S|lets_talk_about_first_loves|2019,Lupin The 3Rd Part 5,1,16,Let's Talk About First Loves,04/13/2020,09/07/2020,10/06/2019,1325,TV-14 LSV,en,https://www.adultswim.com/videos/lupin-the-3rd-part-5,https://www.adultswim.com//videos/lupin-the-3rd-part-5/lets-talk-about-first-loves,VideoCollection:AWsjveiCCorLtcgflq7h,AW2JCBwZ1YiBSfg0KXZq,,,
adultswim,1.0.0,US,05/17/2020,0,TVE,E|lupin_the_3rd_part_5|2019,S|introducing_detective_jim_barnett_iii|2019,Lupin The 3Rd Part 5,1,17,Introducing Detective Jim Barnett III,04/20/2020,09/14/2020,10/13/2019,1325,TV-14 LSV,en,https://www.adultswim.com/videos/lupin-the-3rd-part-5,https://www.adultswim.com//videos/lupin-the-3rd-part-5/introducing-detective-jim-barnett-iii,VideoCollection:AWsjveiCCorLtcgflq7h,AW28BU_NadNs2hMNfuSf,,,
adultswim,1.0.0,US,05/17/2020,0,TVE,E|lupin_the_3rd_part_5|2019,S|fujikos_gift|2019,Lupin The 3Rd Part 5,1,18,Fujiko's Gift,04/27/2020,09/21/2020,10/20/2019,1325,TV-14 DLS,en,https://www.adultswim.com/videos/lupin-the-3rd-part-5,https://www.adultswim.com//videos/lupin-the-3rd-part-5/fujikos-gift,VideoCollection:AWsjveiCCorLtcgflq7h,AW3QJety1YiBSfg0KXyX,,,
adultswim,1.0.0,US,05/17/2020,0,TVE,E|lupin_the_3rd_part_5|2019,S|a_7_62_mm_mirage|2019,Lupin The 3Rd Part 5,1,19,A 7.62mm Mirage,05/04/2020,09/28/2020,10/27/2019,1325,TV-14 LSV,en,https://www.adultswim.com/videos/lupin-the-3rd-part-5,https://www.adultswim.com//videos/lupin-the-3rd-part-5/a-7-62-mm-mirage,VideoCollection:AWsjveiCCorLtcgflq7h,AW305dVYadNs2hMNfuWV,,,
adultswim,1.0.0,US,05/17/2020,0,TVE,E|lupin_the_3rd_part_5|2019,S|zenigata_gentleman_thief|2019,Lupin The 3Rd Part 5,1,20,"Zenigata, Gentleman Thief",05/11/2020,10/05/2020,11/03/2019,1325,TV-14 LSV,en,https://www.adultswim.com/videos/lupin-the-3rd-part-5,https://www.adultswim.com//videos/lupin-the-3rd-part-5/zenigata-gentleman-thief,VideoCollection:AWsjveiCCorLtcgflq7h,AW305y9wadNs2hMNfuWW,,,
adultswim,1.0.0,US,05/17/2020,0,Free,E|lupin_the_3rd_part_5|2019,S|an_outdated_master_thief|2019,Lupin The 3Rd Part 5,1,21,An Outdated Master Thief,04/27/2020,05/18/2020,11/10/2019,1325,TV-14 LS,en,https://www.adultswim.com/videos/lupin-the-3rd-part-5,https://www.adultswim.com//videos/lupin-the-3rd-part-5/an-outdated-master-thief,VideoCollection:AWsjveiCCorLtcgflq7h,AW3053cB1YiBSfg0KX7j,,,
adultswim,1.0.0,US,05/17/2020,0,Free,E|lupin_the_3rd_part_5|2019,S|answer_me_zantetsuken|2019,Lupin The 3Rd Part 5,1,22,"Answer Me, Zantetsuken",05/04/2020,05/25/2020,11/17/2019,1325,TV-14 SV,en,https://www.adultswim.com/videos/lupin-the-3rd-part-5,https://www.adultswim.com//videos/lupin-the-3rd-part-5/answer-me-zantetsuken,VideoCollection:AWsjveiCCorLtcgflq7h,AW3057tmadNs2hMNfuWX,,,
adultswim,1.0.0,US,05/17/2020,0,Free,E|lupin_the_3rd_part_5|2019,S|just_then_an_old_buddy_said_something|2019,Lupin The 3Rd Part 5,1,23,"Just Then, An Old Buddy Said Something",05/11/2020,06/01/2020,11/24/2019,1325,TV-14 DLSV,en,https://www.adultswim.com/videos/lupin-the-3rd-part-5,https://www.adultswim.com//videos/lupin-the-3rd-part-5/just-then-an-old-buddy-said-something,VideoCollection:AWsjveiCCorLtcgflq7h,AW306AQk1YiBSfg0KX7k,,,
adultswim,1.0.0,US,05/17/2020,0,TVE,E|lupin_the_3rd_part_5|2019,S|viva_lupin_iii|2019,Lupin The 3Rd Part 5,1,24,Viva Lupin III,01/19/2020,05/25/2020,12/08/2019,1355,TV-14 LSV,en,https://www.adultswim.com/videos/lupin-the-3rd-part-5,https://www.adultswim.com//videos/lupin-the-3rd-part-5/viva-lupin-iii,VideoCollection:AWsjveiCCorLtcgflq7h,AW306Gnt1YiBSfg0KX7l,,,
adultswim,1.0.0,US,05/17/2020,0,Free,E|smalls|NaN,S|jamir_at_home_baby|NaN,Smalls,2,,Jamir at Home “Baby”,07/18/2019,,,74,NaN,en,https://www.adultswim.com/videos/smalls,https://www.adultswim.com//videos/smalls/jamir-at-home-baby,VideoCollection:AWlKh6kVHl5gR6828yqi,AWwFr6YA4aLemgzOLFZU,,,
adultswim,1.0.0,US,05/17/2020,0,Free,E|smalls|NaN,S|stock_pile_doctors|NaN,Smalls,3,,"STOCK PILE ""Doctors""",05/12/2020,,,51,NaN,en,https://www.adultswim.com/videos/smalls,https://www.adultswim.com//videos/smalls/stock-pile-doctors,VideoCollection:AWlKh6kVHl5gR6828yqi,AXH1Cng6C8QgH-t19I0p,,,
adultswim,1.0.0,US,05/17/2020,0,Free,E|smalls|2020,S|space_man|2020,Smalls,3,,Space Man,04/17/2020,04/15/2030,04/14/2020,695,TV-MA L,en,https://www.adultswim.com/videos/smalls,https://www.adultswim.com//videos/smalls/space-man,VideoCollection:AWlKh6kVHl5gR6828yqi,AXGEmQuRRs3h4hI_X2_k,,,
adultswim,1.0.0,US,05/17/2020,0,Free,E|smalls|NaN,S|quartet_prodigy|NaN,Smalls,3,,QUARTET “Prodigy”,01/16/2020,01/15/2021,,113,NaN,en,https://www.adultswim.com/videos/smalls,https://www.adultswim.com//videos/smalls/quartet-prodigy,VideoCollection:AWlKh6kVHl5gR6828yqi,AW-MDDY53HMJfT8do64t,,,
adultswim,1.0.0,US,05/17/2020,0,Free,E|smalls|NaN,S|quartet_motel|NaN,Smalls,3,,QUARTET “Motel”,01/17/2020,01/15/2021,,114,NaN,en,https://www.adultswim.com/videos/smalls,https://www.adultswim.com//videos/smalls/quartet-motel,VideoCollection:AWlKh6kVHl5gR6828yqi,AW-MDb-TGRcVO2K2pmBT,,,
adultswim,1.0.0,US,05/17/2020,0,Free,E|smalls|NaN,S|casino_of_earthly_delights_the_buford_lounge|NaN,Smalls,3,,CASINO OF EARTHLY DELIGHTS “The Buford Lounge”,01/21/2020,01/20/2021,,102,NaN,en,https://www.adultswim.com/videos/smalls,https://www.adultswim.com//videos/smalls/casino-of-earthly-delights-the-buford-lounge,VideoCollection:AWlKh6kVHl5gR6828yqi,AW-0nvBKGRcVO2K2pmKS,,,
adultswim,1.0.0,US,05/17/2020,0,Free,E|smalls|NaN,S|current_mood_invisible_fence|NaN,Smalls,3,,CURRENT MOOD “Invisible Fence”,01/28/2020,01/27/2021,,60,NaN,en,https://www.adultswim.com/videos/smalls,https://www.adultswim.com//videos/smalls/current-mood-invisible-fence,VideoCollection:AWlKh6kVHl5gR6828yqi,AW_ZH4fL3HMJfT8do7n9,,,
adultswim,1.0.0,US,05/17/2020,0,Free,E|smalls|NaN,S|current_mood_giving_up_is_good|NaN,Smalls,3,,CURRENT MOOD “Giving Up Is Good”,01/31/2020,01/30/2021,,59,NaN,en,https://www.adultswim.com/videos/smalls,https://www.adultswim.com//videos/smalls/current-mood-giving-up-is-good,VideoCollection:AWlKh6kVHl5gR6828yqi,AW_ZISLD3HMJfT8do7n-,,,
adultswim,1.0.0,US,05/17/2020,0,Free,E|smalls|NaN,S|work_new_hire|NaN,Smalls,3,,WORK “New Hire”,02/04/2020,,,129,NaN,en,https://www.adultswim.com/videos/smalls,https://www.adultswim.com//videos/smalls/work-new-hire,VideoCollection:AWlKh6kVHl5gR6828yqi,AW_9D0_0GRcVO2K2pmnb,,,
adultswim,1.0.0,US,05/17/2020,0,Free,E|smalls|NaN,S|fart_spangled|NaN,Smalls,3,,Fart Spangled,02/06/2020,,,75,NaN,en,https://www.adultswim.com/videos/smalls,https://www.adultswim.com//videos/smalls/fart-spangled,VideoCollection:AWlKh6kVHl5gR6828yqi,AXARnrOX3HMJfT8do8Il,,,
adultswim,1.0.0,US,05/17/2020,0,Free,E|smalls|NaN,S|work_the_hook|NaN,Smalls,3,,WORK “The Hook”,02/11/2020,,,134,NaN,en,https://www.adultswim.com/videos/smalls,https://www.adultswim.com//videos/smalls/work-the-hook,VideoCollection:AWlKh6kVHl5gR6828yqi,AXAhw-X93HMJfT8do8W0,,,
adultswim,1.0.0,US,05/17/2020,0,Free,E|smalls|NaN,S|work_retirement|NaN,Smalls,3,,WORK “Retirement”,02/18/2020,,,121,NaN,en,https://www.adultswim.com/videos/smalls,https://www.adultswim.com//videos/smalls/work-retirement,VideoCollection:AWlKh6kVHl5gR6828yqi,AXBE3Hxq3HMJfT8do8lf,,,
adultswim,1.0.0,US,05/17/2020,0,Free,E|smalls|NaN,S|track_1_ver_2|NaN,Smalls,3,,TRACK 1 VER 2,03/03/2020,,,94,NaN,en,https://www.adultswim.com/videos/smalls,https://www.adultswim.com//videos/smalls/track-1-ver-2,VideoCollection:AWlKh6kVHl5gR6828yqi,AXCI90qR3HMJfT8do81K,,,
adultswim,1.0.0,US,05/17/2020,0,Free,E|smalls|NaN,S|worm|NaN,Smalls,3,,Worm,03/10/2020,,,95,NaN,en,https://www.adultswim.com/videos/smalls,https://www.adultswim.com//videos/smalls/worm,VideoCollection:AWlKh6kVHl5gR6828yqi,AXCsqmt-GRcVO2K2pm_L,,,
adultswim,1.0.0,US,05/17/2020,0,Free,E|smalls|NaN,S|cock_a_doodle_doo|NaN,Smalls,3,,Cock-A-Doodle-Doo,03/17/2020,,,96,NaN,en,https://www.adultswim.com/videos/smalls,https://www.adultswim.com//videos/smalls/cock-a-doodle-doo,VideoCollection:AWlKh6kVHl5gR6828yqi,AXCsqU5JGRcVO2K2pm_K,,,
adultswim,1.0.0,US,05/17/2020,0,Free,E|smalls|NaN,S|staydium|NaN,Smalls,3,,Staydium,03/24/2020,,,118,NaN,en,https://www.adultswim.com/videos/smalls,https://www.adultswim.com//videos/smalls/staydium,VideoCollection:AWlKh6kVHl5gR6828yqi,AXD4tzTtRs3h4hI_X2d0,,,
adultswim,1.0.0,US,05/17/2020,0,Free,E|smalls|NaN,S|ice_cubes|NaN,Smalls,3,,ICE CUBES,03/31/2020,,,227,NaN,en,https://www.adultswim.com/videos/smalls,https://www.adultswim.com//videos/smalls/ice-cubes,VideoCollection:AWlKh6kVHl5gR6828yqi,AXETO9tzRs3h4hI_X2m4,,,
adultswim,1.0.0,US,05/17/2020,0,Free,E|smalls|NaN,S|crafterlife|NaN,Smalls,3,,CRAFTERLIFE,04/07/2020,,,134,NaN,en,https://www.adultswim.com/videos/smalls,https://www.adultswim.com//videos/smalls/crafterlife,VideoCollection:AWlKh6kVHl5gR6828yqi,AXE3l5UZC8QgH-t19H97,,,
adultswim,1.0.0,US,05/17/2020,0,Free,E|smalls|NaN,S|thought_diaries_no_fomo|NaN,Smalls,3,,"THOUGHT DIARIES ""No Fomo""",04/09/2020,,,70,NaN,en,https://www.adultswim.com/videos/smalls,https://www.adultswim.com//videos/smalls/thought-diaries-no-fomo,VideoCollection:AWlKh6kVHl5gR6828yqi,AXFA-WllC8QgH-t19IAi,,,
adultswim,1.0.0,US,05/17/2020,0,Free,E|smalls|NaN,S|space_man_the_cloud|NaN,Smalls,3,,Space Man: The Cloud,04/14/2020,,,119,NaN,en,https://www.adultswim.com/videos/smalls,https://www.adultswim.com//videos/smalls/space-man-the-cloud,VideoCollection:AWlKh6kVHl5gR6828yqi,AXFfRr7CC8QgH-t19IFm,,,
adultswim,1.0.0,US,05/17/2020,0,Free,E|smalls|NaN,S|space_man_the_hat|NaN,Smalls,3,,Space Man: The Hat,04/15/2020,,,107,NaN,en,https://www.adultswim.com/videos/smalls,https://www.adultswim.com//videos/smalls/space-man-the-hat,VideoCollection:AWlKh6kVHl5gR6828yqi,AXFfSTIoRs3h4hI_X246,,,
adultswim,1.0.0,US,05/17/2020,0,Free,E|smalls|NaN,S|space_man_the_cupboard|NaN,Smalls,3,,Space Man: The Cupboard,04/16/2020,,,96,NaN,en,https://www.adultswim.com/videos/smalls,https://www.adultswim.com//videos/smalls/space-man-the-cupboard,VideoCollection:AWlKh6kVHl5gR6828yqi,AXFfSktBC8QgH-t19IFn,,,
adultswim,1.0.0,US,05/17/2020,0,Free,E|smalls|NaN,S|space_man_the_song|NaN,Smalls,3,,Space Man: The Song,04/17/2020,,,126,NaN,en,https://www.adultswim.com/videos/smalls,https://www.adultswim.com//videos/smalls/space-man-the-song,VideoCollection:AWlKh6kVHl5gR6828yqi,AXFfSzhlRs3h4hI_X247,,,
adultswim,1.0.0,US,05/17/2020,0,Free,E|smalls|NaN,S|stock_pile_stake_out|NaN,Smalls,3,,"STOCK PILE ""Stake Out""",04/21/2020,,,45,NaN,en,https://www.adultswim.com/videos/smalls,https://www.adultswim.com//videos/smalls/stock-pile-stake-out,VideoCollection:AWlKh6kVHl5gR6828yqi,AXGEMlKGC8QgH-t19INy,,,
adultswim,1.0.0,US,05/17/2020,0,Free,E|smalls|NaN,S|cat_chow_face|NaN,Smalls,3,,CAT CHOW FACE,04/28/2020,,,56,NaN,en,https://www.adultswim.com/videos/smalls,https://www.adultswim.com//videos/smalls/cat-chow-face,VideoCollection:AWlKh6kVHl5gR6828yqi,AXGpB7MaC8QgH-t19IXJ,,,
adultswim,1.0.0,US,05/17/2020,0,Free,E|smalls|NaN,S|bear|NaN,Smalls,3,,BEAR,05/05/2020,,,74,NaN,en,https://www.adultswim.com/videos/smalls,https://www.adultswim.com//videos/promos/bear,VideoCollection:AWlKh6kVHl5gR6828yqi,AXHGus-4C8QgH-t19Ii_,,,
adultswim,1.0.0,US,05/17/2020,0,Free,E|smalls|NaN,S|jamir_at_home_cereal|NaN,Smalls,2,,"Jamir at Home “Cereal""",01/02/2019,,,77,NaN,en,https://www.adultswim.com/videos/smalls,https://www.adultswim.com//videos/smalls/jamir-at-home-cereal,VideoCollection:AWlKh6kVHl5gR6828yqi,AWlOoM6rAScUIg8XxduQ,,,
adultswim,1.0.0,US,05/17/2020,0,Free,E|smalls|NaN,S|dr_pat_ben_franklin|NaN,Smalls,2,,"Dr. Pat “Ben Franklin""",01/11/2019,,,76,NaN,en,https://www.adultswim.com/videos/smalls,https://www.adultswim.com//videos/smalls/dr-pat-ben-franklin,VideoCollection:AWlKh6kVHl5gR6828yqi,AWlOn0CNAScUIg8XxduO,,,
adultswim,1.0.0,US,05/17/2020,0,Free,E|smalls|NaN,S|important_songs_stock_man|NaN,Smalls,2,,"Important Songs “Stock Man""",01/17/2019,,,74,NaN,en,https://www.adultswim.com/videos/smalls,https://www.adultswim.com//videos/smalls/important-songs-stock-man,VideoCollection:AWlKh6kVHl5gR6828yqi,AWlOnP9TAScUIg8XxduM,,,
adultswim,1.0.0,US,05/17/2020,0,Free,E|smalls|NaN,S|cool_3_d_world_beetle_belly|NaN,Smalls,2,,"Cool 3D World “Beetle Belly""",01/23/2019,,,72,NaN,en,https://www.adultswim.com/videos/smalls,https://www.adultswim.com//videos/smalls/cool-3-d-world-beetle-belly,VideoCollection:AWlKh6kVHl5gR6828yqi,AWlOm85zHl5gR6828yvD,,,
adultswim,1.0.0,US,05/17/2020,0,Free,E|smalls|NaN,S|mischief_a_striking_ball|NaN,Smalls,2,,"Mischief “A Striking Ball""",01/30/2019,,,59,NaN,en,https://www.adultswim.com/videos/smalls,https://www.adultswim.com//videos/smalls/mischief-a-striking-ball,VideoCollection:AWlKh6kVHl5gR6828yqi,AWlOmoByHl5gR6828yvC,,,
adultswim,1.0.0,US,05/17/2020,0,Free,E|smalls|NaN,S|keyword_dumb|NaN,Smalls,2,,KEYWORD DUMB,02/06/2019,,,43,NaN,en,https://www.adultswim.com/videos/smalls,https://www.adultswim.com//videos/smalls/keyword-dumb,VideoCollection:AWlKh6kVHl5gR6828yqi,AWlK63lrHl5gR6828yqo,,,
adultswim,1.0.0,US,05/17/2020,0,Free,E|smalls|NaN,S|gunno_hit_01_the_candidate|NaN,Smalls,2,,"Gunno, Hit 01 “The Candidate""",02/14/2019,,,66,NaN,en,https://www.adultswim.com/videos/smalls,https://www.adultswim.com//videos/smalls/gunno-hit-01-the-candidate,VideoCollection:AWlKh6kVHl5gR6828yqi,AWlK6Hl6Hl5gR6828yqn,,,
adultswim,1.0.0,US,05/17/2020,0,Free,E|smalls|NaN,S|jonathan_pillows_plant_funeral|NaN,Smalls,2,,"Jonathan Pillows “Plant Funeral""",02/18/2019,,,59,NaN,en,https://www.adultswim.com/videos/smalls,https://www.adultswim.com//videos/smalls/jonathan-pillows-plant-funeral,VideoCollection:AWlKh6kVHl5gR6828yqi,AWlK5xp6AScUIg8Xxdn_,,,
adultswim,1.0.0,US,05/17/2020,0,Free,E|smalls|NaN,S|jonathan_pillows_dollar_store|NaN,Smalls,2,,"Jonathan Pillows “Dollar Store""",02/20/2019,,,59,NaN,en,https://www.adultswim.com/videos/smalls,https://www.adultswim.com//videos/smalls/jonathan-pillows-dollar-store,VideoCollection:AWlKh6kVHl5gR6828yqi,AWlK5QIGAScUIg8Xxdn9,,,
adultswim,1.0.0,US,05/17/2020,0,Free,E|smalls|NaN,S|spooky_dreams_mixtape|NaN,Smalls,2,,"Spooky Dreams “Mixtape""",03/04/2019,,,59,NaN,en,https://www.adultswim.com/videos/smalls,https://www.adultswim.com//videos/smalls/spooky-dreams-mixtape,VideoCollection:AWlKh6kVHl5gR6828yqi,AWlK4NPaHl5gR6828yqm,,,
adultswim,1.0.0,US,05/17/2020,0,Free,E|smalls|NaN,S|shop_a_pop_opera|NaN,Smalls,2,,Shop: A Pop Opera,03/05/2019,,,715,NaN,en,https://www.adultswim.com/videos/smalls,https://www.adultswim.com//videos/smalls/shop-a-pop-opera,VideoCollection:AWlKh6kVHl5gR6828yqi,AWlZnhl_Hl5gR6828yx6,,,
adultswim,1.0.0,US,05/17/2020,0,Free,E|smalls|NaN,S|shop_a_pop_opera_milk|NaN,Smalls,2,,Shop: A Pop Opera - Milk,03/05/2019,,,146,NaN,en,https://www.adultswim.com/videos/smalls,https://www.adultswim.com//videos/smalls/shop-a-pop-opera-milk,VideoCollection:AWlKh6kVHl5gR6828yqi,AWlKiUXgAScUIg8Xxdnt,,,
adultswim,1.0.0,US,05/17/2020,0,Free,E|smalls|NaN,S|shop_a_pop_opera_bread|NaN,Smalls,2,,Shop: A Pop Opera - Bread,03/06/2019,,,114,NaN,en,https://www.adultswim.com/videos/smalls,https://www.adultswim.com//videos/smalls/shop-a-pop-opera-bread,VideoCollection:AWlKh6kVHl5gR6828yqi,AWlPDzIyAScUIg8XxduY,,,
adultswim,1.0.0,US,05/17/2020,0,Free,E|smalls|NaN,S|shop_a_pop_opera_paper_towels|NaN,Smalls,2,,Shop: A Pop Opera - Paper Towels,03/07/2019,,,115,NaN,en,https://www.adultswim.com/videos/smalls,https://www.adultswim.com//videos/smalls/shop-a-pop-opera-paper-towels,VideoCollection:AWlKh6kVHl5gR6828yqi,AWlPLYcCAScUIg8Xxdue,,,
