videoId,type,tvRating,title,url,id,mediaID,seriesTitleId,seasonEpisode,subtitle,image16x9,durationFormatted,shortDescription,squeezetime,expireDateFormatted,duration,authRequired,videoType,entityType,created,teaserType,seriesReference,titleId,seriesId,description,shortDescriptionNoTags,descriptionNoTags,metaDescription,originalPremierDate,originalPremierDateFormatted,season,episode,canonicalUrl,releaseYear,episodeReference,movieReference,seriesPrimaryCollection,isPlayable,ads,tags,deeplinkTitle,deeplinkUri,startTime,endTime,availableOn,airsOn,expiresOn,newStatus,availabilityInfo,images,seriesLogo,seriesLogoImage,videoLogoImage,jsCanUseThisPlaylistItemAsIs
2112745,episode,TV-14,Greatest Viral Videos Ever,\/shows\/greatest-ever\/season-2\/episode-11\/greatest-viral-videos-ever,650,270383c4828c232f3c3aed3d1b4aa0d7c62fe9fb,2088157,S2 | E11,Greatest Viral Videos Ever,https:\/\/images.trutv.com\/tru\/$dyna_params\/https%3A%2F%2Fi.cdn.trutv.com%2Fassets%2Ftru%2Fprod%2Fimages%2F2020%2F01%2Fge211-1920x1080_100.jpg,24 min,"Think you've got what it takes to go viral? Host Amanda Seales gives eight crucial tips to creating the ultimate viral video, and she'll use some of the biggest internet success stories of all time as inspiration.",10,Expires December 23,1472.7712,1,episode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2112750,episode,TV-14,Greatest Summer Ever,\/shows\/greatest-ever\/season-2\/episode-12\/greatest-summer-ever,688,f84ebd1832561eceb1adee352ec5dd63ef97889d,2088157,S2 | E12,Greatest Summer Ever,https:\/\/images.trutv.com\/tru\/$dyna_params\/https%3A%2F%2Fi.cdn.trutv.com%2Fassets%2Ftru%2Fprod%2Fimages%2F2020%2F01%2Fge212-water-park-1920x1080_0_100.jpg,24 min,"Host Amanda Seales shows you everything you need to have the most fun under the sun. Whether you're hitting the beach, swimming in the lake or just chilling in the backyard, we'll help you beat the heat without breaking a sweat.",10,Expires December 23,1472.7714,1,episode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2093063,episode,TV-14,Hacky Holidays,\/shows\/hack-my-life\/season-3\/episode-1\/hacky-holidays,739,c3f9ba6da3f62bbe17445a6e1497f792668c6043,2030781,S3 | E1,Hacky Holidays,https:\/\/images.trutv.com\/tru\/$dyna_params\/https%3A%2F%2Fi.cdn.trutv.com%2Fassets%2Ftru%2Fprod%2Fimages%2F2020%2F02%2Fhml301-promo-holiday_0_100.jpg,24 min,"Gather 'round the screen for a most hackful holiday celebration, as Brooke and Kevin bring good tidings and great hacks to liven up the season. Plus, a look deep into history to find out how the ball drop became a New Year's tradition.",10,Expires April 30,1472.838,0,episode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2093064,episode,TV-14,Good Guys Finish First,\/shows\/hack-my-life\/season-3\/episode-2\/good-guys-finish-first,740,26971437552bcb291b44749ae46353156173fe5f,2030781,S3 | E2,Good Guys Finish First,https:\/\/images.trutv.com\/tru\/$dyna_params\/https%3A%2F%2Fi.cdn.trutv.com%2Fassets%2Ftru%2Fprod%2Fimages%2F2020%2F02%2Fhml302-promo-luggage_0_100.jpg,24 min,"Kevin and Brooke hack their way through the worst obstacles an airport has to offer and viewers share their DIY solutions for whipping up cream. Plus, Brooke and Kevin find out how low prices can go if you're a ""good guy.""",10,Expires April 30,1472.8381,0,episode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2093065,episode,TV-PG,Pool Party of One,\/shows\/hack-my-life\/season-3\/episode-3\/pool-party-of-one,743,59132d949b595a1e4b2087ac0e418bc5baa6f738,2030781,S3 | E3,Pool Party of One,https:\/\/images.trutv.com\/tru\/$dyna_params\/https%3A%2F%2Fi.cdn.trutv.com%2Fassets%2Ftru%2Fprod%2Fimages%2F2020%2F02%2Fhml303-full-ep-1920x1080_100.jpg,24 min,"Skip a trip to the spa with a facial hack you can find in any schoolkid's book bag and learn how to treat yourself like it's your birthday, any day of the year. Plus, Brooke and Kevin go for a swim, in a garbage bag.",10,Expires April 30,1472.8715,0,episode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2093066,episode,TV-14,Hacks to Set the Mood,\/shows\/hack-my-life\/season-3\/episode-4\/hacks-to-set-the-mood,724,bda6f204d30f48086d8359937354f86a6a709d38,2030781,S3 | E4,Hacks to Set the Mood,https:\/\/images.trutv.com\/tru\/$dyna_params\/https%3A%2F%2Fi.cdn.trutv.com%2Fassets%2Ftru%2Fprod%2Fimages%2F2020%2F02%2Fhml304-full-ep-1920x1080_100.jpg,24 min,"SeÃ±or SoluciÃ³n discovers a hack that gets him back in the mood, and Kevin and Brooke reveal fan hacks for cooling down a hot bed. Plus, get revenge on rigged arcades with hacks to make the claw machine cough up a sweet prize.",10,Expires April 30,1472.8381,1,episode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2093067,episode,TV-14,No Reservation Required,\/shows\/hack-my-life\/season-3\/episode-5\/no-reservation-required,774,388fbda298238e0bab1cf61e84f246ea70421e0d,2030781,S3 | E5,No Reservation Required,https:\/\/images.trutv.com\/tru\/$dyna_params\/https%3A%2F%2Fi.cdn.trutv.com%2Fassets%2Ftru%2Fprod%2Fimages%2F2020%2F02%2Fhml305-full-ep-1920x1080_100.jpg,24 min,"Officers Mack and Jack crash a failed football-viewing party, Kevin and Brooke use an important hacker's tool to secure a restaurant reservation, and it's mom versus dad in a race to determine peanut butter & jelly supremacy.",10,Expires April 30,1472.838,1,episode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2093068,episode,TV-PG,Fill-Er Up!,\/shows\/hack-my-life\/season-3\/episode-6\/fill-er-up,762,89e4541a4786fc63208ca9785a3d5e4ce8604b4a,2030781,S3 | E6,Fill-Er Up!,https:\/\/images.trutv.com\/tru\/$dyna_params\/https%3A%2F%2Fi.cdn.trutv.com%2Fassets%2Ftru%2Fprod%2Fimages%2F2020%2F02%2Fhml306-full-ep-1920x1080_100.jpg,24 min,"Brooke and Kevin demonstrate how to save money at the gas tank, and the Lazy Cook shows us a great way to get more bacon out of our BLTs. Plus, breaking up doesn't have to be so hard when you use these lessons from our Hack Hero!",10,Expires April 30,1472.838,1,episode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2093069,episode,TV-14,Jump the Line,\/shows\/hack-my-life\/season-3\/episode-7\/jump-the-line,784,5ed656fac7742ddbf55df35daac8c73c45864785,2030781,S3 | E7,Jump the Line,https:\/\/images.trutv.com\/tru\/$dyna_params\/https%3A%2F%2Fi.cdn.trutv.com%2Fassets%2Ftru%2Fprod%2Fimages%2F2020%2F02%2Fhml307-full-ep-1920x1080_100.jpg,24 min,"Brooke and Kevin give tips on skipping a busy lunch line with a new Gaming the System hack, the Pitchman has some money-saving advice for your car, and ever wonder where high heels come from? Find out in Hacks From History.
",10,Expires April 30,1472.9047,1,episode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2093070,episode,TV-14,Hack to the Future,\/shows\/hack-my-life\/season-3\/episode-8\/hack-to-the-future,736,4f5e42044fe9b793b45df5a2d981287a6c9c3bfc,2030781,S3 | E8,Hack to the Future,https:\/\/images.trutv.com\/tru\/$dyna_params\/https%3A%2F%2Fi.cdn.trutv.com%2Fassets%2Ftru%2Fprod%2Fimages%2F2020%2F02%2Fhml308-full-ep-1920x1080_100.jpg,24 min,"We're going to the future with Kevin as he lives out his hoverboard dream with Master Hacker Science Bob. And move over, 2000 thread count sheets, Brooke and Kevin spot a hack that will help your sheets feel like a million bucks!",10,Expires April 30,1472.8047,1,episode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2093071,episode,TV-14,Hack-A-Bye Baby,\/shows\/hack-my-life\/season-3\/episode-9\/hack-a-bye-baby,761,21878e15c849787dd3be0e953326b325eb070dc9,2030781,S3 | E9,Hack-A-Bye Baby,https:\/\/images.trutv.com\/tru\/$dyna_params\/https%3A%2F%2Fi.cdn.trutv.com%2Fassets%2Ftru%2Fprod%2Fimages%2F2020%2F02%2Fhml309-full-ep-1920x1080_100.jpg,24 min,"Officers Mack and Jack come to the rescue of a perp who has a tough time being alone, and Kevin reunites with his long-time friend Candace Bailey in a hacksperiment where they attempt to find out the sex of her baby.",10,Expires April 30,1472.9048,1,episode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2093072,episode,TV-14,To Tell a Lie,\/shows\/hack-my-life\/season-3\/episode-10\/to-tell-a-lie,758,a50755c543fe8a022cfa1374291105c184b34e8c,2030781,S3 | E10,To Tell a Lie,https:\/\/images.trutv.com\/tru\/$dyna_params\/https%3A%2F%2Fi.cdn.trutv.com%2Fassets%2Ftru%2Fprod%2Fimages%2F2020%2F02%2Fhml310-full-ep-1920x1080_100.jpg,24 min,"Brooke and Kevin meet their toughest challenge yet when they use hacks to game a polygraph test, and it gets hot and heavy in the OR when Dr. Hack meets the fiery new CEO. Plus, Kevin learns how to defend himself with a smartphone.",10,Expires April 30,1472.8381,1,episode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2093073,episode,TV-14,Awww Craps!,\/shows\/hack-my-life\/season-3\/episode-11\/awww-craps,721,bb01f69ef403257dfd9c5047fd8bac3e2828d58c,2030781,S3 | E11,Awww Craps!,https:\/\/images.trutv.com\/tru\/$dyna_params\/https%3A%2F%2Fi.cdn.trutv.com%2Fassets%2Ftru%2Fprod%2Fimages%2F2020%2F02%2Fhml311-full-ep-1920x1080_100.jpg,24 min,"Brooke and Kevin head to the casino to see if they can game the system with a high stakes dice-throwing hack, and they test some surprising hacks for overcoming snoring and sleeping through the night.",10,Expires April 30,1472.838,1,episode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2093074,episode,TV-14,Light up Your Life,\/shows\/hack-my-life\/season-3\/episode-12\/light-up-your-life,760,281d738def4bae2f293a246ab82ede4639fb1db8,2030781,S3 | E12,Light up Your Life,https:\/\/images.trutv.com\/tru\/$dyna_params\/https%3A%2F%2Fi.cdn.trutv.com%2Fassets%2Ftru%2Fprod%2Fimages%2F2020%2F02%2Fhml312-full-ep-1920x1080_100.jpg,24 min,"Brooke and Kevin explore hacks that could save money on your cable bill, and Hack Master Kosta Grammatis helps Kevin fulfill his childhood laser-blast dreams. Plus, find out how a hack helped get the world into a sticky situation.

",10,Expires April 30,1472.8381,1,episode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2141241,episode,TV-14,Addicted to Hacks,\/shows\/hack-my-life\/season-3\/episode-13\/addicted-to-hacks,787,2f09fe2dfa9347c484625c972b2983db3dde7a77,2030781,S3 | E13,Addicted to Hacks,https:\/\/images.trutv.com\/tru\/$dyna_params\/https%3A%2F%2Fi.cdn.trutv.com%2Fassets%2Ftru%2Fprod%2Fimages%2F2020%2F02%2Fhml313-hot-tub-1920x1080_100.jpg,24 min,"Kevin and Brooke have dinner in a hot tub, and it's a blast from the past as Kevin re-hacks a self-tanner. Plus, our teens have let the hacks take over.
",10,Expires April 30,1472.838,1,episode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2141242,episode,TV-14,Hack and Cheese,\/shows\/hack-my-life\/season-3\/episode-14\/hack-and-cheese,745,584783f38251f7db69ec5377d4adf31f53e1d14b,2030781,S3 | E14,Hack and Cheese,https:\/\/images.trutv.com\/tru\/$dyna_params\/https%3A%2F%2Fi.cdn.trutv.com%2Fassets%2Ftru%2Fprod%2Fimages%2F2020%2F02%2Fhml314-vanilla-1920x1080_100.jpg,24 min,"Brooke and Kevin learn how to get around parking, and the Lazy Cook reveals how to bring old mac and cheese back to life. Plus, a new Hacks Del Corazon.",10,Expires April 30,1472.8715,1,episode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2141243,episode,TV-14,Co-Hackitation,\/shows\/hack-my-life\/season-3\/episode-15\/co-hackitation,793,1683b384a3f1456dd64917161f00b386c1ed6cbc,2030781,S3 | E15,Co-Hackitation,https:\/\/images.trutv.com\/tru\/$dyna_params\/https%3A%2F%2Fi.cdn.trutv.com%2Fassets%2Ftru%2Fprod%2Fimages%2F2020%2F02%2Fhml315-full-ep-1920x1080_100.jpg,24 min,"Brooke meets a dominatrix who wants to teach a pomegranate a lesson, and Mack and Jack try to help a new couple beat the cohabitation curse.",10,Expires April 30,1471.8703,1,episode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2141244,episode,TV-PG,Saved by the Hacks,\/shows\/hack-my-life\/season-3\/episode-16\/saved-by-the-hacks,766,8516ac3459c35d2199ac6b105068a120dfc0100d,2030781,S3 | E16,Saved by the Hacks,https:\/\/images.trutv.com\/tru\/$dyna_params\/https%3A%2F%2Fi.cdn.trutv.com%2Fassets%2Ftru%2Fprod%2Fimages%2F2020%2F01%2Fhml316-pool-1920x1080_1_100.jpg,24 min,"Have Kevin and Brooke found the hacked pool of their dreams? And later, discover hacks that will keep rude teenagers on the straight and narrow.",10,Expires April 30,1472.838,1,episode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2141245,episode,TV-PG,Keep on Hacking,\/shows\/hack-my-life\/season-3\/episode-17\/keep-on-hacking,750,18a6ba18916397ef11280385e6fa96ffbf21a922,2030781,S3 | E17,Keep on Hacking,https:\/\/images.trutv.com\/tru\/$dyna_params\/https%3A%2F%2Fi.cdn.trutv.com%2Fassets%2Ftru%2Fprod%2Fimages%2F2020%2F01%2Fhml317-full-ep-1920x1080_100.jpg,24 min,"Kevin and Brooke go dumpster-diving at a drive-thru, Kevin hacks with some truckers, and SeÃ±or SoluciÃ³n has a nasty fall on ""Hacks Del CorazÃ³n.""",10,Expires April 30,1472.838,1,episode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2141246,episode,TV-14,Good Hack Hunting,\/shows\/hack-my-life\/season-3\/episode-18\/good-hack-hunting,725,9c0a8bfb93cad3d3660eb5b35bfc794fe7dcb99a,2030781,S3 | E18,Good Hack Hunting,https:\/\/images.trutv.com\/tru\/$dyna_params\/https%3A%2F%2Fi.cdn.trutv.com%2Fassets%2Ftru%2Fprod%2Fimages%2F2020%2F01%2Fhml318-full-ep-1920x1080_100.jpg,24 min,"Kevin and Brooke test hacks for holding it in, and Nurse Hackie has the cure for itchy bites. Plus, which host will be the victor for road trip hacks?",10,Expires April 30,1472.838,1,episode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2141247,episode,TV-14,Hack Paper Scissors,\/shows\/hack-my-life\/season-3\/episode-19\/hack-paper-scissors,808,4e18779b55e45b6e7f7ca24a8837f887f6c54b98,2030781,S3 | E19,Hack Paper Scissors,https:\/\/images.trutv.com\/tru\/$dyna_params\/https%3A%2F%2Fi.cdn.trutv.com%2Fassets%2Ftru%2Fprod%2Fimages%2F2020%2F01%2Fhml319-lazy-fit-1920x1080_1_100.jpg,24 min,"Brooke tests some hacks for her pup. Plus, learn some hacks to go undercover when the Cold-Blooded Hacker tries to swipe some bling.",10,Expires April 30,1472.8381,1,episode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2141248,episode,TV-14,Hack on a Hot Tin Roof,\/shows\/hack-my-life\/season-3\/episode-20\/hack-on-a-hot-tin-roof,768,a1c31e2b724ccfe63758e25a0a8bb5c8401154e8,2030781,S3 | E20,Hack on a Hot Tin Roof,https:\/\/images.trutv.com\/tru\/$dyna_params\/https%3A%2F%2Fi.cdn.trutv.com%2Fassets%2Ftru%2Fprod%2Fimages%2F2020%2F01%2Fhml320-bridezilla-1920x1080_0_100.jpg,24 min,"Kevin and Brooke test hacks for kitty litter, Kevin makes a flute out of a carrot, and a testy bridezilla will be walking down the aisle in no time.
",10,Expires April 30,1472.838,1,episode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2141249,episode,TV-14,Hack My Lawn,\/shows\/hack-my-life\/season-3\/episode-21\/hack-my-lawn,747,7377a772bc739d0203f6680d014a386ae6801eba,2030781,S3 | E21,Hack My Lawn,https:\/\/images.trutv.com\/tru\/$dyna_params\/https%3A%2F%2Fi.cdn.trutv.com%2Fassets%2Ftru%2Fprod%2Fimages%2F2020%2F01%2Fhml321-full-ep-1920x1080_100.jpg,24 min,"Kevin and Brooke bring back a failed lawnmower hack, Kevin tests cheese cutting hacks, and there's been a murder, murder mystery that is.",10,Expires April 30,1472.8046,1,episode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142797,episode,TV-14,Mother Hacker,\/shows\/hack-my-life\/season-3\/episode-22\/mother-hacker,763,c7c840c2d8cd1b8d8223c2a23b35a04e90b22af2,2030781,S3 | E22,Mother Hacker,https:\/\/images.trutv.com\/tru\/$dyna_params\/https%3A%2F%2Fi.cdn.trutv.com%2Fassets%2Ftru%2Fprod%2Fimages%2F2020%2F01%2Fhml322-illumibowl-1920x1080_0_100.jpg,24 min,"Brooke and Kevin test out a new toilet hack, Brooke has dating profile tips, and SeÃ±or SoluciÃ³n finally meets his match, his mother-in-law.",10,Expires April 30,1472.9047,1,episode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167625,episode,TV-14,The Hack's Out the Bag,\/shows\/hack-my-life\/season-4\/episode-1\/the-hacks-out-the-bag,779,8b7e83c1a93ca4bf201646c807b93a64d5966227,2030781,S4 | E1,The Hack's Out the Bag,https:\/\/images.trutv.com\/tru\/$dyna_params\/https%3A%2F%2Fi.cdn.trutv.com%2Fassets%2Ftru%2Fprod%2Fimages%2F2020%2F02%2Fhml401-lazy-cook-1920x1080_0_100.jpg,24 min,"Kevin and Brooke battle for the best kitten hacks and test user-submitted hacks to bring dead batteries back to life. Plus, Brooke hacks a pizza in a waffle iron, and find out how the cheeseburger became a Hack from History.",10,Expires April 30,1472.9716,1,episode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167626,episode,TV-14,Shuck My Life,\/shows\/hack-my-life\/season-4\/episode-2\/shuck-my-life,754,926f7245e06d7bc6a76d2156866ff93e431a917c,2030781,S4 | E2,Shuck My Life,https:\/\/images.trutv.com\/tru\/$dyna_params\/https%3A%2F%2Fi.cdn.trutv.com%2Fassets%2Ftru%2Fprod%2Fimages%2F2020%2F02%2Fhml402-1920x1080-1_100.jpg,24 min,"Kevin and Brooke test a MacGyver hack to see if he really was a master-hacker, Kevin puts contestants through the ringer to see which hacks work best to crack open an oyster, and Lazy Cook Brooke makes bread out of melted ice cream.",10,Expires April 30,1472.8713,1,episode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167627,episode,TV-14,Hacked by a Rose,\/shows\/hack-my-life\/season-4\/episode-3\/hacked-by-a-rose,782,27222d869c1e487a1723f792c3ca4b76291cc13a,2030781,S4 | E3,Hacked by a Rose,https:\/\/images.trutv.com\/tru\/$dyna_params\/https%3A%2F%2Fi.cdn.trutv.com%2Fassets%2Ftru%2Fprod%2Fimages%2F2020%2F02%2Fhml403-1920x1080-1_0_100.jpg,24 min,"Brooke and Kevin hack a cell phone to the limit with a hot glue gun. Then, they test user-submitted hacks to see which one will bring flowers back from the dead. And later, Kevin and Brooke test an unexpected leaf blower hack.",10,Expires April 30,1472.8714,1,episode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167628,episode,TV-14,Hitting the Hackpot,\/shows\/hack-my-life\/season-4\/episode-4\/hitting-the-hackpot,789,e426dcd348b32bd3658b7d31245095c3b238c9cd,2030781,S4 | E4,Hitting the Hackpot,https:\/\/images.trutv.com\/tru\/$dyna_params\/https%3A%2F%2Fi.cdn.trutv.com%2Fassets%2Ftru%2Fprod%2Fimages%2F2020%2F02%2Fhml404-1920x1080-1_100.jpg,24 min,"Kevin and Brooke test the ol' banana-in-the-tailpipe hack from a wild 80's movie. Plus, Kevin hacks a fancy chandelier out of plastic spoons and he spills the tea on hacks that casinos use to hustle you.",10,Expires April 30,1472.9047,1,episode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167629,,TV-14,Solar-Powered Hacks,\/shows\/hack-my-life\/season-4\/episode-5\/solar-powered-hacks,759,e9d66a8264a375f3fcf93ba5b0ac9d789997e56d,2030781,,,,24 min,"Kevin and Brooke use the power of the sun to hack a juicy burger. Then, Brooke has some hacks to keep leftover wine from going to waste, and Kevin learns how to wrap a bicycle with our gift-wrapping Hack Master.",10,Expires April 30,1472.9047,1,episode,video,1570043559.0,,699,2167629,699,"Kevin and Brooke use the power of the sun to hack a juicy burger. Then, Brooke has some hacks to keep leftover wine from going to waste, and Kevin learns how to wrap a bicycle with our gift-wrapping Hack Master.","Kevin and Brooke use the power of the sun to hack a juicy burger. Then, Brooke has some hacks to keep leftover wine from going to waste, and Kevin learns how to wrap a bicycle with our gift-wrapping Hack Master.","Kevin and Brooke use the power of the sun to hack a juicy burger. Then, Brooke has some hacks to keep leftover wine from going to waste, and Kevin learns how to wrap a bicycle with our gift-wrapping Hack Master.",,False,,4,5,https:\/\/www.trutv.com\/shows\/hack-my-life\/season-4\/episode-5\/solar-powered-hacks,2018,,,3995,1,"{'banner': 'NaN', 'rectangle': 'NaN', 'display_presented': True, 'sponsor_120x42': 'trutv_shows_hack_my_life', 'mobile_ad': 'hack_my_life', 'display_ad_inventory_id': 'TRU\\/shows\\/hack_my_life'}",[],Watch On the App,https:\/\/app.trutv.com\/5ry5sQLnb4,1585814400.0,1588319999.0,,,,False,,"{'tvapps_846x700': {'fid': '193', 'url': 'https:\\/\\/images.trutv.com\\/tru\\/$dyna_params\\/https%3A%2F%2Fi.cdn.trutv.com%2Fassets%2Ftru%2Fprod%2Fimages%2F2019%2F11%2FHack-846x700.jpg', 'type': 'series'}, 'main_1024x1536': {'fid': '190', 'url': 'https:\\/\\/images.trutv.com\\/tru\\/$dyna_params\\/https%3A%2F%2Fi.cdn.trutv.com%2Fassets%2Ftru%2Fprod%2Fimages%2F2019%2F11%2FHack-1024x1536.jpg', 'type': 'series'}, 'main_1600x900': {'fid': '5301', 'url': 'https:\\/\\/images.trutv.com\\/tru\\/$dyna_params\\/https%3A%2F%2Fi.cdn.trutv.com%2Fassets%2Ftru%2Fprod%2Fimages%2F2020%2F02%2Fhml405-grill-1920x1080_100.jpg', 'type': 'video'}, 'main_1692x695': {'fid': '192', 'url': 'https:\\/\\/images.trutv.com\\/tru\\/$dyna_params\\/https%3A%2F%2Fi.cdn.trutv.com%2Fassets%2Ftru%2Fprod%2Fimages%2F2019%2F11%2FHack-1692x695.jpg', 'type': 'series'}, 'tvapps_1920xjpg': {'fid': '189', 'url': 'https:\\/\\/images.trutv.com\\/tru\\/$dyna_params\\/https%3A%2F%2Fi.cdn.trutv.com%2Fassets%2Ftru%2Fprod%2Fimages%2F2019%2F11%2FHack-1920x1080.jpg', 'type': 'series'}, 'main_2048x1536': {'fid': '188', 'url': 'https:\\/\\/images.trutv.com\\/tru\\/$dyna_params\\/https%3A%2F%2Fi.cdn.trutv.com%2Fassets%2Ftru%2Fprod%2Fimages%2F2019%2F11%2FHack-2048x1536.jpg', 'type': 'series'}, 'main_900x360': {'fid': '446', 'url': 'https:\\/\\/images.trutv.com\\/tru\\/$dyna_params\\/https%3A%2F%2Fi.cdn.trutv.com%2Fassets%2Ftru%2Fprod%2Fimages%2F2019%2F12%2FHack-Logo-900x360.png', 'type': 'series'}, 'main_2_900x360': {'fid': '447', 'url': 'https:\\/\\/images.trutv.com\\/tru\\/$dyna_params\\/https%3A%2F%2Fi.cdn.trutv.com%2Fassets%2Ftru%2Fprod%2Fimages%2F2019%2F12%2FHack-Logo-900x360_0.png', 'type': 'series'}}",327,https:\/\/i.cdn.trutv.com\/assets\/tru\/prod\/images\/2019\/12\/Hack-Logo-900x360.png,https:\/\/images.trutv.com\/tru\/$dyna_params\/https%3A%2F%2Fi.cdn.trutv.com%2Fassets%2Ftru%2Fprod%2Fimages%2F2019%2F12%2FHack-Logo-900x360.png,True
2167630,episode,TV-14,Hacktender,\/shows\/hack-my-life\/season-4\/episode-6\/hacktender,790,cb9d3e29ce438e184a3502926ffe10ecd5444b2c,2030781,S4 | E6,Hacktender,https:\/\/images.trutv.com\/tru\/$dyna_params\/https%3A%2F%2Fi.cdn.trutv.com%2Fassets%2Ftru%2Fprod%2Fimages%2F2020%2F02%2Fhml406-full-ep-1920x1080_100.jpg,24 min,"Kevin reveals a gas mask hack that will help you during a zombie apocalypse. Then, Brooke and Kevin test the BBQ starter hack from Home Alone, and they try a hack that will get you extra sleep in the morning.",10,Expires April 30,1472.9382,1,episode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167631,episode,TV-14,The Key To Hacks,\/shows\/hack-my-life\/season-4\/episode-7\/the-key-to-hacks,771,91d75165a00d609366fc1f0cae5493c30166be61,2030781,S4 | E7,The Key To Hacks,https:\/\/images.trutv.com\/tru\/$dyna_params\/https%3A%2F%2Fi.cdn.trutv.com%2Fassets%2Ftru%2Fprod%2Fimages%2F2020%2F02%2F407-full-ep-1920x1080_100.jpg,24 min,"Kevin and Brooke find out if a salty hack will stop slippery shoes in their tracks, Brooke turns an ex's bad taste in vinyl records into a fun candy bowl, and Kevin gets to the bottom of some manipulative grocery store hacks.",10,Expires April 30,1472.9381,1,episode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167632,episode,TV-PG,Hacks by the Poolside,\/shows\/hack-my-life\/season-4\/episode-8\/hacks-by-the-poolside,778,48c12f71091c253ec909d7b6dd792ab0c0d68dd6,2030781,S4 | E8,Hacks by the Poolside,https:\/\/images.trutv.com\/tru\/$dyna_params\/https%3A%2F%2Fi.cdn.trutv.com%2Fassets%2Ftru%2Fprod%2Fimages%2F2020%2F02%2Fhml408-wrestling-1920x1080_0_100.jpg,24 min,"Brooke and Kevin go head-to-head testing out hacks to make your pool party the event of the year. Then, they put a bug-saving hack to the test, and Kevin steps into a wrestling ring to learn some confidence-boosting hacks.",10,Expires April 30,1472.8714,1,episode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167633,episode,TV-14,Hack to the Future,\/shows\/hack-my-life\/season-4\/episode-9\/hack-to-the-future,749,1db357104ee833bc70601f990b963a874441fe8b,2030781,S4 | E9,Hack to the Future,https:\/\/images.trutv.com\/tru\/$dyna_params\/https%3A%2F%2Fi.cdn.trutv.com%2Fassets%2Ftru%2Fprod%2Fimages%2F2020%2F02%2Fhml409-coffee-maker-1920x1080_0_100.jpg,24 min,"Lazy Cook Brooke hacks edible shot glasses for your next house party, and Kevin and Brooke find out if they can use the office coffee machine to hack their breakfast. Plus, go hack to the future to cope with some emotional hacks.",10,Expires April 30,1472.838,1,episode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167634,episode,TV-14,Reverse Hackology,\/shows\/hack-my-life\/season-4\/episode-10\/reverse-hackology,753,c7b348ae385b58cb0c169d309fad80092b061b77,2030781,S4 | E10,Reverse Hackology,https:\/\/images.trutv.com\/tru\/$dyna_params\/https%3A%2F%2Fi.cdn.trutv.com%2Fassets%2Ftru%2Fprod%2Fimages%2F2020%2F02%2Fhml410-cars-1920x1080_1_100.jpg,24 min,"Brooke hacks an ex's pair of jeans into a drink coaster, Kevin learns how to get a dent out of a car, and Kevin and Brooke learn at-home exercise hacks from Good Housekeeping. Plus, Kevin judges a granny vs. granny hack battle.",10,Expires April 30,1472.8715,1,episode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
