url,genre,language,bot_country,availabilityStarts,availabilityEnds,bot_system,offer_type
\/shows\/laff-mobbs-laff-tracks\/season-1\/episode-7\/the-ice-cream-man-cometh,WatchAction,en,US,2019-09-16T11:00:00+00:00,2020-04-27T11:00:59+00:00,TBS,TVE
\/shows\/talk-show-the-game-show\/season-1\/episode-15\/ankle-cleavage,WatchAction,en,US,2020-04-02T08:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/the-carbonaro-effect-inside-carbonaro\/season-1\/episode-8\/just-made-history,WatchAction,en,US,2020-03-15T11:01:00+00:00,2020-12-24T09:59:59+00:00,TBS,TVE
\/shows\/impractical-jokers\/season-8\/episode-12\/fraudway,WatchAction,en,US,2020-02-09T10:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/jon-glaser-loves-gear\/season-1\/episode-5\/fishing,WatchAction,en,US,2019-11-18T13:00:00+00:00,2020-10-05T11:00:59+00:00,TBS,TVE
\/shows\/impractical-jokers\/season-3\/episode-17\/the-good-the-bad-and-the-uncomfortable,WatchAction,en,US,2020-02-09T10:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/impractical-jokers-inside-jokes\/season-1\/episode-147\/get-out-of-dodge,WatchAction,en,US,2020-01-07T11:30:00+00:00,2020-05-09T07:59:59+00:00,TBS,TVE
\/shows\/jon-glaser-loves-gear\/season-2\/episode-3\/football,WatchAction,en,US,2019-11-18T13:00:00+00:00,2020-10-05T11:00:59+00:00,TBS,TVE
\/shows\/adam-ruins-everything\/season-3\/episode-11\/adam-ruins-cops,WatchAction,en,US,2020-04-02T08:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/fameless\/season-2\/episode-19\/host-busters,WatchAction,en,US,2020-04-02T08:00:00+00:00,2020-05-01T07:59:11+00:00,TBS,TVE
\/shows\/impractical-jokers\/season-4\/episode-5\/elevating-the-game,WatchAction,en,US,2020-02-09T10:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/impractical-jokers\/season-7\/episode-19\/dropping-knowledge,WatchAction,en,US,2020-02-09T10:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/trutv-top-funniest\/season-3\/episode-22\/all-flubbed-up,WatchAction,en,US,2020-04-02T08:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/impractical-jokers\/season-4\/episode-1\/welcome-to-miami,WatchAction,en,US,2020-02-09T10:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/paid-off-with-michael-torpey\/season-1\/episode-15\/first-generation-to-grace-the-halls-of,WatchAction,en,US,2019-09-18T11:00:00+00:00,2020-07-20T11:00:59+00:00,TBS,TVE
\/shows\/impractical-jokers\/season-8\/episode-17\/the-prize-fighter,WatchAction,en,US,2020-02-09T10:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/the-chris-gethard-show\/season-3\/episode-13\/thems-fighting-words,WatchAction,en,US,2018-08-16T11:00:00+00:00,2020-09-20T11:00:59+00:00,TBS,TVE
\/shows\/impractical-jokers\/season-1\/episode-12\/bellydancer,WatchAction,en,US,2020-02-09T10:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/impractical-jokers\/season-3\/episode-20\/quantum-mock-anics,WatchAction,en,US,2020-02-09T10:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/billy-on-the-street\/season-3\/episode-1\/would-you-have-sex-with-paul-rudd-with-paul-rudd-and,WatchAction,en,US,2018-10-01T11:00:00+00:00,2020-10-26T11:00:00+00:00,TBS,TVE
\/shows\/impractical-jokers-inside-jokes\/season-1\/episode-150\/down-in-the-dump,WatchAction,en,US,2020-02-28T12:00:00+00:00,2020-05-09T07:59:59+00:00,TBS,TVE
\/shows\/impractical-jokers-inside-jokes\/season-1\/episode-148\/out-of-fashion,WatchAction,en,US,2020-02-07T12:00:00+00:00,2020-05-09T07:59:59+00:00,TBS,TVE
\/shows\/laff-mobbs-laff-tracks\/season-2\/episode-3\/ronnie-jordan-headlines,WatchAction,en,US,2019-11-23T12:30:00+00:00,2020-04-27T11:00:59+00:00,TBS,TVE
\/shows\/paid-off-with-michael-torpey\/season-1\/episode-12\/breaking-even-is-the-new-rich,WatchAction,en,US,2019-09-18T11:00:00+00:00,2020-07-20T11:00:59+00:00,TBS,TVE
\/shows\/impractical-jokers-after-party\/season-3\/episode-7\/hollywood,WatchAction,en,US,2020-02-14T12:32:00+00:00,2020-04-24T07:59:59+00:00,TBS,TVE
\/shows\/impractical-jokers\/season-5\/episode-16\/laundry-day,WatchAction,en,US,2020-02-09T10:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/impractical-jokers\/season-5\/episode-26\/impractical-jokers-live-nitro-circus-spectacular,WatchAction,en,US,2020-02-09T10:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/impractical-jokers\/season-5\/episode-13\/browbeaten,WatchAction,en,US,2020-02-09T10:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/adam-ruins-everything\/season-2\/episode-21\/the-copernican-ruin-aissance,WatchAction,en,US,2020-04-02T08:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/talk-show-the-game-show\/season-1\/episode-2\/national-treasure,WatchAction,en,US,2020-04-02T08:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/talk-show-the-game-show\/season-1\/episode-26\/heather-dubrow-tone-bell-maribeth-monroe,WatchAction,en,US,2020-04-02T08:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/impractical-jokers\/season-3\/episode-21\/tooth-consequences,WatchAction,en,US,2020-02-09T10:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/jon-glaser-loves-gear\/season-2\/episode-5\/basketball,WatchAction,en,US,2019-11-18T13:00:00+00:00,2020-10-05T11:00:59+00:00,TBS,TVE
\/shows\/you-can-do-better\/season-1\/episode-4\/sex,WatchAction,en,US,2019-03-11T11:00:00+00:00,2020-06-15T11:00:59+00:00,TBS,TVE
\/shows\/talk-show-the-game-show\/season-1\/episode-12\/those-damn-housewives,WatchAction,en,US,2020-04-02T08:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/impractical-jokers\/season-5\/episode-1\/hellcopter,WatchAction,en,US,2020-02-09T10:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/impractical-jokers\/season-3\/episode-7\/scarytales,WatchAction,en,US,2020-02-09T10:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/impractical-jokers\/season-8\/episode-31\/joker-for-a-day-part-2,WatchAction,en,US,2020-02-09T10:00:00+00:00,2020-05-01T07:59:47+00:00,TBS,TVE
\/shows\/impractical-jokers\/season-2\/episode-17\/human-pinata,WatchAction,en,US,2020-02-09T10:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/chris-webbers-full-court-pranks\/season-1\/episode-10\/connor-fields-vs-taina-the-fan,WatchAction,en,US,2020-04-02T08:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/the-chris-gethard-show\/season-3\/episode-14\/failure,WatchAction,en,US,2018-08-16T11:00:00+00:00,2020-09-20T11:00:59+00:00,TBS,TVE
\/shows\/the-carbonaro-effect\/season-4\/episode-8\/dr-bones,WatchAction,en,US,2020-02-08T10:00:00+00:00,2020-05-01T07:59:54+00:00,TBS,TVE
\/shows\/the-carbonaro-effect-inside-carbonaro\/season-1\/episode-13\/a-waddle-a-scratch,WatchAction,en,US,2020-03-15T11:01:00+00:00,2020-12-24T09:59:59+00:00,TBS,TVE
\/shows\/those-who-cant\/season-2\/episode-12\/graduation,WatchAction,en,US,2019-07-29T11:00:00+00:00,2020-10-05T11:00:59+00:00,TBS,TVE
\/shows\/impractical-jokers\/season-1\/episode-4\/boardwalk-of-shame,WatchAction,en,US,2020-02-09T10:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/impractical-jokers\/season-3\/episode-15\/puncture-perfect,WatchAction,en,US,2020-02-09T10:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/adam-ruins-everything\/season-1\/episode-11\/adam-ruins-nutrition,WatchAction,en,US,2020-04-02T08:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/talk-show-the-game-show\/season-1\/episode-6\/rare-air,WatchAction,en,US,2020-04-02T08:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/impractical-jokers-after-party\/season-2\/episode-3\/bull-shiatsu,WatchAction,en,US,2020-02-01T10:00:00+00:00,2020-04-24T07:59:59+00:00,TBS,TVE
\/shows\/you-can-do-better\/season-1\/episode-26\/life-design,WatchAction,en,US,2019-03-11T11:00:00+00:00,2020-06-15T11:00:59+00:00,TBS,TVE
\/shows\/adam-ruins-everything\/season-1\/episode-20\/adam-ruins-drugs,WatchAction,en,US,2020-04-02T08:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/you-can-do-better\/season-1\/episode-20\/weed-20,WatchAction,en,US,2019-03-11T11:00:00+00:00,2020-06-15T11:00:59+00:00,TBS,TVE
\/shows\/chris-webbers-full-court-pranks\/season-1\/episode-5\/paul-rodriguez-vs-erin-the-fan,WatchAction,en,US,2020-04-02T08:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/trutv-top-funniest\/season-3\/episode-18\/comical-fools,WatchAction,en,US,2020-04-02T08:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/impractical-jokers\/season-2\/episode-16\/down-in-the-dump,WatchAction,en,US,2020-02-09T10:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/the-chris-gethard-show\/season-3\/episode-18\/pandoras-call-in-topics,WatchAction,en,US,2018-08-16T11:00:00+00:00,2020-09-20T11:00:59+00:00,TBS,TVE
\/shows\/almost-genius\/season-1\/episode-16\/there-it-isnt,WatchAction,en,US,2020-04-02T08:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/impractical-jokers-inside-jokes\/season-1\/episode-155\/sorry-for-your-loss,WatchAction,en,US,2020-04-17T05:30:00+00:00,2021-01-22T09:59:59+00:00,TBS,TVE
\/shows\/the-carbonaro-effect\/season-5\/episode-4\/chilly-flakes-and-wormholes,WatchAction,en,US,2020-02-08T10:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/comedy-knockout\/season-3\/episode-4\/show-some-respect,WatchAction,en,US,2020-03-27T08:00:00+00:00,2020-04-24T07:59:59+00:00,TBS,TVE
\/shows\/fameless\/season-2\/episode-8\/rage-of-enlightenment,WatchAction,en,US,2020-04-02T08:00:00+00:00,2020-05-01T07:59:11+00:00,TBS,TVE
\/shows\/impractical-jokers\/season-3\/episode-25\/in-poor-taste-buds,WatchAction,en,US,2020-02-09T10:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/impractical-jokers\/season-7\/episode-26\/staten-island-holiday-spectacular,WatchAction,en,US,2020-02-09T10:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/paid-off-with-michael-torpey\/season-1\/episode-11\/how-much-debt-can-a-debt-chipper-chip,WatchAction,en,US,2019-09-18T11:00:00+00:00,2020-07-20T11:00:59+00:00,TBS,TVE
\/shows\/greatest-ever\/season-1\/episode-16\/greatest-college-ever,WatchAction,en,US,2020-03-09T11:01:00+00:00,2020-12-24T09:59:59+00:00,TBS,TVE
\/shows\/impractical-jokers\/season-4\/episode-21\/impractical-jokers-live-punishment-special,WatchAction,en,US,2020-02-09T10:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/the-carbonaro-effect\/season-5\/episode-5\/cat-lady,WatchAction,en,US,2020-02-08T10:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/billy-on-the-street\/season-2\/episode-3\/scream-for-an-american-girl-doll-with-will-ferrell,WatchAction,en,US,2018-10-01T11:00:00+00:00,2020-10-26T11:00:00+00:00,TBS,TVE
\/shows\/talk-show-the-game-show\/season-1\/episode-21\/billy-eichner-david-koechner-lauren-lapkus,WatchAction,en,US,2020-04-02T08:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/billy-on-the-street\/season-5\/episode-3\/lupita-nyongo-bring-the-pain,WatchAction,en,US,2018-10-01T11:00:00+00:00,2020-10-26T11:00:00+00:00,TBS,TVE
\/shows\/impractical-jokers\/season-2\/episode-6\/birds-and-the-bees,WatchAction,en,US,2020-02-09T10:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/impractical-jokers\/season-4\/episode-16\/captain-fatbelly,WatchAction,en,US,2020-02-09T10:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/impractical-jokers\/season-8\/episode-7\/the-eggman,WatchAction,en,US,2020-02-09T10:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/impractical-jokers\/season-2\/episode-8\/sound-effexxx,WatchAction,en,US,2020-02-09T10:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/the-carbonaro-effect\/season-4\/episode-4\/youve-been-marked,WatchAction,en,US,2020-02-08T10:00:00+00:00,2020-05-01T07:59:54+00:00,TBS,TVE
\/shows\/greatest-ever\/season-1\/episode-11\/greatest-food-ever,WatchAction,en,US,2020-03-09T11:01:00+00:00,2020-12-24T09:59:59+00:00,TBS,TVE
\/shows\/billy-on-the-street\/season-3\/episode-6\/cash-cow-with-lena-dunham-vs-elena,WatchAction,en,US,2018-10-01T11:00:00+00:00,2020-10-26T11:00:00+00:00,TBS,TVE
\/shows\/billy-on-the-street\/season-2\/episode-4\/its-spock-do-you-care-with-zachary-quinto,WatchAction,en,US,2018-10-01T11:00:00+00:00,2020-10-26T11:00:00+00:00,TBS,TVE
\/shows\/comedy-knockout\/season-3\/episode-2\/champions-special,WatchAction,en,US,2020-03-27T08:00:00+00:00,2020-04-24T07:59:59+00:00,TBS,TVE
\/shows\/at-home-with-amy-sedaris\/season-2\/episode-4\/makeover,WatchAction,en,US,2019-09-16T11:00:00+00:00,2020-11-09T13:00:59+00:00,TBS,TVE
\/shows\/trutv-top-funniest\/season-3\/episode-3\/worst-days-ever,WatchAction,en,US,2020-04-02T08:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/the-carbonaro-effect-inside-carbonaro\/season-1\/episode-21\/warthogs-woghearts-and-hogwarts,WatchAction,en,US,2020-03-15T11:01:00+00:00,2020-12-24T09:59:59+00:00,TBS,TVE
\/shows\/those-who-cant\/season-1\/episode-9\/k-pop-goes-the-weasel,WatchAction,en,US,2019-07-29T11:00:00+00:00,2020-10-05T11:00:59+00:00,TBS,TVE
\/shows\/jon-glaser-loves-gear\/season-1\/episode-3\/hockey,WatchAction,en,US,2019-11-18T13:00:00+00:00,2020-10-05T11:00:59+00:00,TBS,TVE
\/shows\/trutv-top-funniest\/season-3\/episode-16\/world-wide-whackos,WatchAction,en,US,2020-04-02T08:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/you-can-do-better\/season-1\/episode-19\/sexual-identity,WatchAction,en,US,2019-03-11T11:00:00+00:00,2020-06-15T11:00:59+00:00,TBS,TVE
\/shows\/upscale-with-prentice-penny\/season-1\/episode-11\/travel,WatchAction,en,US,2020-02-02T13:01:00+00:00,2020-06-26T07:59:59+00:00,TBS,TVE
\/shows\/adam-ruins-everything\/season-2\/episode-15\/adam-ruins-science,WatchAction,en,US,2020-04-02T08:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/upscale-with-prentice-penny\/season-1\/episode-2\/cooking,WatchAction,en,US,2020-02-02T13:01:00+00:00,2020-06-26T07:59:59+00:00,TBS,TVE
\/shows\/hack-my-life\/season-3\/episode-4\/hacks-to-set-the-mood,WatchAction,en,US,2020-04-02T08:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/adam-ruins-everything\/season-1\/episode-1\/adam-ruins-giving,WatchAction,en,US,2020-04-02T08:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/friends-of-the-people\/season-1\/episode-16\/ghetto-blessings,WatchAction,en,US,2018-12-31T13:00:00+00:00,2020-05-01T11:00:59+00:00,TBS,TVE
\/shows\/laff-mobbs-laff-tracks\/season-1\/episode-13\/the-laffs-are-back,WatchAction,en,US,2019-09-16T11:00:00+00:00,2020-04-27T11:00:59+00:00,TBS,TVE
\/shows\/paid-off-with-michael-torpey\/season-1\/episode-28\/hey-chocolate,WatchAction,en,US,2019-09-12T11:00:00+00:00,2020-07-20T11:00:59+00:00,TBS,TVE
\/shows\/impractical-jokers\/season-8\/episode-28\/its-electric,WatchAction,en,US,2020-03-06T11:30:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/the-carbonaro-effect-inside-carbonaro\/season-1\/episode-27\/an-elevated-ferret-alert,WatchAction,en,US,2020-03-15T11:01:00+00:00,2020-12-24T09:59:59+00:00,TBS,TVE
\/shows\/the-chris-gethard-show\/season-3\/episode-3\/the-official-tcgs-dum-dum,WatchAction,en,US,2018-08-16T11:00:00+00:00,2020-09-20T11:00:59+00:00,TBS,TVE
\/shows\/the-carbonaro-effect\/season-4\/episode-18\/double-takes-3,WatchAction,en,US,2020-02-08T10:00:00+00:00,2020-05-01T07:59:54+00:00,TBS,TVE
\/shows\/the-carbonaro-effect\/season-4\/episode-10\/prehistoric-fossil-breeding,WatchAction,en,US,2020-02-08T10:00:00+00:00,2020-05-01T07:59:54+00:00,TBS,TVE
\/shows\/chris-webbers-full-court-pranks\/season-1\/episode-9\/chris-webber-vs-bo-the-fan,WatchAction,en,US,2020-04-02T08:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/trutv-top-funniest\/season-3\/episode-19\/bungling-boneheads,WatchAction,en,US,2020-04-02T08:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/you-can-do-better\/season-1\/episode-18\/tatted-up,WatchAction,en,US,2019-03-11T11:00:00+00:00,2020-06-15T11:00:59+00:00,TBS,TVE
\/shows\/impractical-jokers\/season-7\/episode-18\/chick-magnet,WatchAction,en,US,2020-02-09T10:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/impractical-jokers\/season-8\/episode-10\/off-the-reservation,WatchAction,en,US,2020-02-09T10:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/greatest-ever\/season-1\/episode-7\/greatest-kids-ever,WatchAction,en,US,2020-03-09T11:01:00+00:00,2020-12-24T09:59:59+00:00,TBS,TVE
\/shows\/hack-my-life\/season-3\/episode-14\/hack-and-cheese,WatchAction,en,US,2020-04-02T08:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/trutv-top-funniest\/season-3\/episode-8\/silly-surprises,WatchAction,en,US,2020-04-02T08:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/comedy-knockout\/season-3\/episode-6\/demo-crazy,WatchAction,en,US,2020-03-27T08:00:00+00:00,2020-04-24T07:59:59+00:00,TBS,TVE
\/shows\/adam-ruins-everything\/season-2\/episode-16\/adam-ruins-the-future,WatchAction,en,US,2020-04-02T08:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/adam-ruins-everything\/season-1\/episode-7\/adam-ruins-voting,WatchAction,en,US,2020-04-02T08:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/the-carbonaro-effect-inside-carbonaro\/season-1\/episode-29\/the-framing-canon,WatchAction,en,US,2020-03-15T11:01:00+00:00,2020-12-24T09:59:59+00:00,TBS,TVE
\/shows\/the-chris-gethard-show\/season-3\/episode-21\/honesty-vs-idiocy,WatchAction,en,US,2018-08-16T11:00:00+00:00,2020-09-20T11:00:59+00:00,TBS,TVE
\/shows\/greatest-ever\/season-1\/episode-13\/greatest-relationships-ever,WatchAction,en,US,2020-03-09T11:01:00+00:00,2020-12-24T09:59:59+00:00,TBS,TVE
\/shows\/impractical-jokers\/season-1\/episode-8\/who-arted,WatchAction,en,US,2020-02-09T10:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/paid-off-with-michael-torpey\/season-1\/episode-18\/started-with-a-tweet,WatchAction,en,US,2019-09-12T11:00:00+00:00,2020-07-20T11:00:59+00:00,TBS,TVE
\/shows\/upscale-with-prentice-penny\/season-1\/episode-7\/apologies,WatchAction,en,US,2020-02-02T13:01:00+00:00,2020-06-26T07:59:59+00:00,TBS,TVE
\/shows\/laff-mobbs-laff-tracks\/season-1\/episode-23\/back-in-the-day,WatchAction,en,US,2019-09-16T11:00:00+00:00,2020-04-27T11:00:59+00:00,TBS,TVE
\/shows\/impractical-jokers\/season-4\/episode-25\/the-taunted-house,WatchAction,en,US,2020-02-09T10:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/the-chris-gethard-show\/season-3\/episode-6\/technology-will-destroy-us-all,WatchAction,en,US,2018-08-16T11:00:00+00:00,2020-09-20T11:00:59+00:00,TBS,TVE
\/shows\/trutv-top-funniest\/season-3\/episode-6\/outrageous-laughs,WatchAction,en,US,2020-04-02T08:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/the-carbonaro-effect\/season-4\/episode-16\/home-run-away,WatchAction,en,US,2020-02-08T10:00:00+00:00,2020-05-01T07:59:54+00:00,TBS,TVE
\/shows\/impractical-jokers\/season-8\/episode-29\/fantasy-draft,WatchAction,en,US,2020-02-09T10:00:00+00:00,2020-05-01T07:59:47+00:00,TBS,TVE
\/shows\/paid-off-with-michael-torpey\/season-1\/episode-31\/you-stupid-american,WatchAction,en,US,2019-09-12T11:00:00+00:00,2020-07-20T11:00:59+00:00,TBS,TVE
\/shows\/paid-off-with-michael-torpey\/season-1\/episode-5\/new-parents-edition,WatchAction,en,US,2019-09-18T11:00:00+00:00,2020-07-20T11:00:59+00:00,TBS,TVE
\/shows\/the-chris-gethard-show\/season-3\/episode-7\/get-it-off-your-chest,WatchAction,en,US,2018-08-16T11:00:00+00:00,2020-09-20T11:00:59+00:00,TBS,TVE
\/shows\/impractical-jokers\/season-5\/episode-12\/centaur-of-attention,WatchAction,en,US,2020-02-09T10:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/the-carbonaro-effect\/season-5\/episode-9\/double-takes-back-to-the-big-dig,WatchAction,en,US,2020-02-08T10:00:00+00:00,2020-05-01T07:59:54+00:00,TBS,TVE
\/shows\/tacoma-fd\/season-1\/episode-8\/wheres-the-beefcake-explicit,WatchAction,en,US,2019-07-09T11:00:00+00:00,2020-08-10T11:00:59+00:00,TBS,TVE
\/shows\/billy-on-the-street\/season-1\/episode-7\/ask-an-asian,WatchAction,en,US,2018-10-01T11:00:00+00:00,2020-10-26T11:00:00+00:00,TBS,TVE
\/shows\/jon-glaser-loves-gear\/season-2\/episode-9\/gearing,WatchAction,en,US,2019-11-18T13:00:00+00:00,2020-10-05T11:00:59+00:00,TBS,TVE
\/shows\/greatest-ever\/season-1\/episode-5\/greatest-animals-ever,WatchAction,en,US,2020-03-09T11:01:00+00:00,2020-12-24T09:59:59+00:00,TBS,TVE
\/shows\/those-who-cant\/season-1\/episode-6\/whats-eating-uncle-jake-0,WatchAction,en,US,2019-07-29T11:00:00+00:00,2020-10-05T11:00:59+00:00,TBS,TVE
\/shows\/impractical-jokers\/season-5\/episode-7\/putting-the-p-in-pool,WatchAction,en,US,2020-02-09T10:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/hack-my-life\/season-4\/episode-2\/shuck-my-life,WatchAction,en,US,2020-04-02T08:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/impractical-jokers\/season-3\/episode-9\/bigger-in-texas,WatchAction,en,US,2020-02-09T10:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/laff-mobbs-laff-tracks\/season-2\/episode-11\/ali-siddiq-headlines,WatchAction,en,US,2020-01-18T12:30:00+00:00,2020-04-27T11:00:59+00:00,TBS,TVE
\/shows\/trutv-top-funniest\/season-3\/episode-15\/fools-on-parade,WatchAction,en,US,2020-04-02T08:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/billy-on-the-street\/season-5\/episode-6\/billys-holiday-wonderland-with-jacob-tremblay,WatchAction,en,US,2018-10-01T11:00:00+00:00,2020-10-26T11:00:00+00:00,TBS,TVE
\/shows\/at-home-with-amy-sedaris\/season-2\/episode-6\/halloween,WatchAction,en,US,2019-09-16T11:00:00+00:00,2020-11-09T13:00:59+00:00,TBS,TVE
\/shows\/trutv-top-funniest\/season-3\/episode-21\/youve-got-fail,WatchAction,en,US,2020-04-02T08:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/those-who-cant\/season-2\/episode-11\/mid-bryce-crisis,WatchAction,en,US,2019-07-29T11:00:00+00:00,2020-10-05T11:00:59+00:00,TBS,TVE
\/shows\/adam-ruins-everything\/season-2\/episode-5\/adam-ruins-art,WatchAction,en,US,2020-04-02T08:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/almost-genius\/season-1\/episode-10\/were-2,WatchAction,en,US,2020-04-02T08:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/impractical-jokers\/season-6\/episode-24\/the-party-crasher,WatchAction,en,US,2020-02-09T10:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/billy-on-the-street\/season-2\/episode-2\/the-lesbian-lightning-round-with-andy-cohen,WatchAction,en,US,2018-10-01T11:00:00+00:00,2020-10-26T11:00:00+00:00,TBS,TVE
\/shows\/adam-ruins-everything\/season-2\/episode-11\/adam-ruins-the-economy,WatchAction,en,US,2020-04-02T08:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/impractical-jokers\/season-6\/episode-14\/paradise-lost,WatchAction,en,US,2020-02-09T10:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/impractical-jokers\/season-7\/episode-22\/autograph-corrector,WatchAction,en,US,2020-02-09T10:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/impractical-jokers\/season-6\/episode-1\/swim-shady,WatchAction,en,US,2020-02-09T10:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/laff-mobbs-laff-tracks\/season-1\/episode-11\/juicy,WatchAction,en,US,2019-09-16T11:00:00+00:00,2020-04-27T11:00:59+00:00,TBS,TVE
\/shows\/almost-genius\/season-1\/episode-13\/digging-deep,WatchAction,en,US,2020-04-02T08:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/talk-show-the-game-show\/season-1\/episode-13\/wig-toss,WatchAction,en,US,2020-04-02T08:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/adam-ruins-everything\/season-1\/episode-24\/adam-ruins-justice,WatchAction,en,US,2020-04-02T08:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/impractical-jokers\/season-5\/episode-21\/wrappers-delight,WatchAction,en,US,2020-02-09T10:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
