bot_system,bot_version,bot_country,capture_date,is_movie,offer_type,series_title,season_number,episode_number,program_title,provider_release_date,provider_cease_date,viewable_runtime,maturity_rating,original_language,series_url,program_url,series_source_id,source_id,provider_original
trutv,1.0.0,US,05/08/2020,0,TVE,Almost Genius,1,6,Daring the Universe,05/01/2020,06/19/2020,1262,TV-14,en,http://www.trutv.com/shows/almost-genius,http://www.trutv.com/shows/almost-genius/season-1/episode-6/daring-the-universe,2078946,2078952,0
trutv,1.0.0,US,05/08/2020,0,TVE,Almost Genius,1,7,Flying Too Close to the Sun,05/01/2020,06/19/2020,1262,TV-14,en,http://www.trutv.com/shows/almost-genius,http://www.trutv.com/shows/almost-genius/season-1/episode-7/flying-too-close-to-the-sun,2078946,2078953,0
trutv,1.0.0,US,05/08/2020,0,TVE,Almost Genius,1,8,Standing Ovation,05/01/2020,06/19/2020,1262,TV-14,en,http://www.trutv.com/shows/almost-genius,http://www.trutv.com/shows/almost-genius/season-1/episode-8/standing-ovation,2078946,2078954,0
trutv,1.0.0,US,05/08/2020,0,TVE,Almost Genius,1,9,Yes You Can!,05/01/2020,06/19/2020,1262,TV-14,en,http://www.trutv.com/shows/almost-genius,http://www.trutv.com/shows/almost-genius/season-1/episode-9/yes-you-can,2078946,2078955,0
trutv,1.0.0,US,05/08/2020,0,TVE,Almost Genius,1,10,We're #2,05/01/2020,06/19/2020,1262,TV-14,en,http://www.trutv.com/shows/almost-genius,http://www.trutv.com/shows/almost-genius/season-1/episode-10/were-2,2078946,2078956,0
trutv,1.0.0,US,05/08/2020,0,TVE,Almost Genius,1,11,Close But No Cigar,05/01/2020,06/19/2020,1262,TV-14,en,http://www.trutv.com/shows/almost-genius,http://www.trutv.com/shows/almost-genius/season-1/episode-11/close-but-no-cigar,2078946,2078957,0
trutv,1.0.0,US,05/08/2020,0,TVE,Almost Genius,1,12,Sports Edition,05/01/2020,06/19/2020,1262,TV-14,en,http://www.trutv.com/shows/almost-genius,http://www.trutv.com/shows/almost-genius/season-1/episode-12/sports-edition,2078946,2078958,0
trutv,1.0.0,US,05/08/2020,0,TVE,Almost Genius,1,13,Digging Deep,05/01/2020,06/19/2020,1262,TV-14,en,http://www.trutv.com/shows/almost-genius,http://www.trutv.com/shows/almost-genius/season-1/episode-13/digging-deep,2078946,2084676,0
trutv,1.0.0,US,05/08/2020,0,TVE,Almost Genius,1,14,Hardly Working,05/01/2020,06/19/2020,1262,TV-14,en,http://www.trutv.com/shows/almost-genius,http://www.trutv.com/shows/almost-genius/season-1/episode-14/hardly-working,2078946,2084677,0
trutv,1.0.0,US,05/08/2020,0,TVE,Almost Genius,1,15,Falling Short,05/01/2020,06/19/2020,1262,TV-14,en,http://www.trutv.com/shows/almost-genius,http://www.trutv.com/shows/almost-genius/season-1/episode-15/falling-short,2078946,2084678,0
trutv,1.0.0,US,05/08/2020,0,TVE,Almost Genius,1,16,There It Isn't,05/01/2020,06/19/2020,1262,TV-14,en,http://www.trutv.com/shows/almost-genius,http://www.trutv.com/shows/almost-genius/season-1/episode-16/there-it-isnt,2078946,2084679,0
trutv,1.0.0,US,05/08/2020,0,TVE,Almost Genius,1,17,No Cigar,05/01/2020,06/19/2020,1263,TV-14,en,http://www.trutv.com/shows/almost-genius,http://www.trutv.com/shows/almost-genius/season-1/episode-17/no-cigar,2078946,2084680,0
trutv,1.0.0,US,05/08/2020,0,TVE,Almost Genius,1,18,Flying Low,05/01/2020,06/19/2020,1262,TV-14,en,http://www.trutv.com/shows/almost-genius,http://www.trutv.com/shows/almost-genius/season-1/episode-18/flying-low,2078946,2084681,0
trutv,1.0.0,US,05/08/2020,0,TVE,Almost Genius,1,19,So Close Yet So Far,05/01/2020,06/19/2020,1262,TV-14,en,http://www.trutv.com/shows/almost-genius,http://www.trutv.com/shows/almost-genius/season-1/episode-19/so-close-yet-so-far,2078946,2084682,0
trutv,1.0.0,US,05/08/2020,0,TVE,Almost Genius,1,20,If at First You Don't Succeed,05/01/2020,06/19/2020,1262,TV-14,en,http://www.trutv.com/shows/almost-genius,http://www.trutv.com/shows/almost-genius/season-1/episode-20/if-at-first-you-dont-succeed,2078946,2084683,0
trutv,1.0.0,US,05/08/2020,0,TVE,Almost Genius,1,21,Half Baked,05/01/2020,06/19/2020,1262,TV-14,en,http://www.trutv.com/shows/almost-genius,http://www.trutv.com/shows/almost-genius/season-1/episode-21/half-baked,2078946,2084684,0
trutv,1.0.0,US,05/08/2020,0,TVE,Almost Genius,1,22,Spectacular Defeat,05/01/2020,06/19/2020,1262,TV-14,en,http://www.trutv.com/shows/almost-genius,http://www.trutv.com/shows/almost-genius/season-1/episode-22/spectacular-defeat,2078946,2084685,0
trutv,1.0.0,US,05/08/2020,0,TVE,Almost Genius,1,23,Go for the Gold,05/01/2020,06/19/2020,1262,TV-14,en,http://www.trutv.com/shows/almost-genius,http://www.trutv.com/shows/almost-genius/season-1/episode-23/go-for-the-gold,2078946,2084686,0
trutv,1.0.0,US,05/08/2020,0,TVE,Almost Genius,1,24,Down but Not Out,05/01/2020,06/19/2020,1262,TV-14,en,http://www.trutv.com/shows/almost-genius,http://www.trutv.com/shows/almost-genius/season-1/episode-24/down-but-not-out,2078946,2084687,0
trutv,1.0.0,US,05/08/2020,0,TVE,Impractical Jokers: After Party,2,1,Speech Impediment,05/01/2020,07/19/2020,1472,TV-14,en,http://www.trutv.com/shows/impractical-jokers-after-party,http://www.trutv.com/shows/impractical-jokers-after-party/season-2/episode-1/speech-impediment,2131807,2168752,0
trutv,1.0.0,US,05/08/2020,0,TVE,Impractical Jokers: After Party,2,2,Card Against Humanity,05/01/2020,07/19/2020,1472,TV-14,en,http://www.trutv.com/shows/impractical-jokers-after-party,http://www.trutv.com/shows/impractical-jokers-after-party/season-2/episode-2/card-against-humanity,2131807,2168753,0
trutv,1.0.0,US,05/08/2020,0,TVE,Impractical Jokers: After Party,2,3,Bull Shiatsu,05/01/2020,07/19/2020,1262,TV-14,en,http://www.trutv.com/shows/impractical-jokers-after-party,http://www.trutv.com/shows/impractical-jokers-after-party/season-2/episode-3/bull-shiatsu,2131807,2168754,0
trutv,1.0.0,US,05/08/2020,0,TVE,Impractical Jokers: After Party,2,4,The Running of the Bullies,05/01/2020,07/19/2020,1262,TV-14,en,http://www.trutv.com/shows/impractical-jokers-after-party,http://www.trutv.com/shows/impractical-jokers-after-party/season-2/episode-4/the-running-of-the-bullies,2131807,2168755,0
trutv,1.0.0,US,05/08/2020,0,TVE,Impractical Jokers: After Party,2,5,The Bogey Man,05/01/2020,07/19/2020,1262,TV-14,en,http://www.trutv.com/shows/impractical-jokers-after-party,http://www.trutv.com/shows/impractical-jokers-after-party/season-2/episode-5/the-bogey-man,2131807,2168756,0
trutv,1.0.0,US,05/08/2020,0,TVE,Impractical Jokers: After Party,2,6,Hell on Wheels,05/01/2020,07/19/2020,1262,TV-14,en,http://www.trutv.com/shows/impractical-jokers-after-party,http://www.trutv.com/shows/impractical-jokers-after-party/season-2/episode-6/hell-on-wheels,2131807,2168757,0
trutv,1.0.0,US,05/08/2020,0,TVE,Impractical Jokers: After Party,2,7,Pantsing with the Stars,05/01/2020,07/19/2020,1472,TV-14,en,http://www.trutv.com/shows/impractical-jokers-after-party,http://www.trutv.com/shows/impractical-jokers-after-party/season-2/episode-7/pantsing-with-the-stars,2131807,2168758,0
trutv,1.0.0,US,05/08/2020,0,TVE,Impractical Jokers: After Party,2,8,Staten Island Holiday Spectacular,05/01/2020,07/19/2020,1262,TV-14,en,http://www.trutv.com/shows/impractical-jokers-after-party,http://www.trutv.com/shows/impractical-jokers-after-party/season-2/episode-8/staten-island-holiday-spectacular,2131807,2168759,0
trutv,1.0.0,US,05/08/2020,0,TVE,Impractical Jokers: After Party,3,1,Crash Test Dummies,05/01/2020,05/28/2020,1472,TV-14,en,http://www.trutv.com/shows/impractical-jokers-after-party,http://www.trutv.com/shows/impractical-jokers-after-party/season-3/episode-1/crash-test-dummies,2131807,2191406,0
trutv,1.0.0,US,05/08/2020,0,TVE,Impractical Jokers: After Party,3,2,The Closer,04/24/2020,05/28/2020,1472,TV-14,en,http://www.trutv.com/shows/impractical-jokers-after-party,http://www.trutv.com/shows/impractical-jokers-after-party/season-3/episode-2/the-closer,2131807,2191407,0
trutv,1.0.0,US,05/08/2020,0,TVE,Impractical Jokers: After Party,3,3,The Dumbbell,04/24/2020,05/28/2020,1472,TV-14,en,http://www.trutv.com/shows/impractical-jokers-after-party,http://www.trutv.com/shows/impractical-jokers-after-party/season-3/episode-3/the-dumbbell,2131807,2191408,0
trutv,1.0.0,US,05/08/2020,0,TVE,Impractical Jokers: After Party,3,4,Off the Reservation,04/24/2020,05/28/2020,1472,TV-14,en,http://www.trutv.com/shows/impractical-jokers-after-party,http://www.trutv.com/shows/impractical-jokers-after-party/season-3/episode-4/off-the-reservation,2131807,2191409,0
trutv,1.0.0,US,05/08/2020,0,TVE,Impractical Jokers: After Party,3,5,Fraudway,04/24/2020,05/28/2020,1472,TV-14,en,http://www.trutv.com/shows/impractical-jokers-after-party,http://www.trutv.com/shows/impractical-jokers-after-party/season-3/episode-5/fraudway,2131807,2191410,0
trutv,1.0.0,US,05/08/2020,0,TVE,Impractical Jokers: After Party,3,6,Toll Booth Corrector,04/24/2020,05/28/2020,1472,TV-14,en,http://www.trutv.com/shows/impractical-jokers-after-party,http://www.trutv.com/shows/impractical-jokers-after-party/season-3/episode-6/toll-booth-corrector,2131807,2201598,0
trutv,1.0.0,US,05/08/2020,0,TVE,Impractical Jokers: After Party,3,7,Hollywood,04/24/2020,05/28/2020,1472,TV-14,en,http://www.trutv.com/shows/impractical-jokers-after-party,http://www.trutv.com/shows/impractical-jokers-after-party/season-3/episode-7/hollywood,2131807,2201597,0
trutv,1.0.0,US,05/08/2020,0,TVE,Impractical Jokers: After Party,3,8,It's Electric,04/24/2020,05/28/2020,1472,TV-14,en,http://www.trutv.com/shows/impractical-jokers-after-party,http://www.trutv.com/shows/impractical-jokers-after-party/season-3/episode-8/its-electric,2131807,2201599,0
trutv,1.0.0,US,05/08/2020,0,TVE,Billy on the Street,1,1,And Away We Go...,05/01/2020,10/26/2020,1247,TV-14,en,http://www.trutv.com/shows/billy-on-the-street,http://www.trutv.com/shows/billy-on-the-street/season-1/episode-1/and-away-we-go,2054250,2066014,0
trutv,1.0.0,US,05/08/2020,0,TVE,Billy on the Street,1,2,Television Is the Greatest Thing to Ever Happen to Me!,10/01/2018,10/26/2020,1247,TV-14,en,http://www.trutv.com/shows/billy-on-the-street,http://www.trutv.com/shows/billy-on-the-street/season-1/episode-2/television-is-the-greatest-thing-to-ever-happen-to-me,2054250,2066023,0
trutv,1.0.0,US,05/08/2020,0,TVE,Billy on the Street,1,3,Drunk Rich,10/01/2018,10/26/2020,1262,TV-14,en,http://www.trutv.com/shows/billy-on-the-street,http://www.trutv.com/shows/billy-on-the-street/season-1/episode-3/drunk-rich,2054250,2066021,0
trutv,1.0.0,US,05/08/2020,0,TVE,Billy on the Street,1,4,Can Rachel Dratch Name 20 White People in 30 Seconds?,10/01/2018,10/26/2020,1237,TV-14,en,http://www.trutv.com/shows/billy-on-the-street,http://www.trutv.com/shows/billy-on-the-street/season-1/episode-4/can-rachel-dratch-name-20-white-people-in-30-seconds,2054250,2066016,0
trutv,1.0.0,US,05/08/2020,0,TVE,Billy on the Street,1,5,The Meryl Streep Showdown,10/01/2018,10/26/2020,1247,TV-14,en,http://www.trutv.com/shows/billy-on-the-street,http://www.trutv.com/shows/billy-on-the-street/season-1/episode-5/the-meryl-streep-showdown,2054250,2066017,0
trutv,1.0.0,US,05/08/2020,0,TVE,Billy on the Street,1,6,Where in the World Is Scarlett Johansson's Vagina?,10/01/2018,10/26/2020,1262,TV-14,en,http://www.trutv.com/shows/billy-on-the-street,http://www.trutv.com/shows/billy-on-the-street/season-1/episode-6/where-in-the-world-is-scarlett-johanssons-vagina,2054250,2066019,0
trutv,1.0.0,US,05/08/2020,0,TVE,Billy on the Street,1,7,Ask an Asian!,10/01/2018,10/26/2020,1262,TV-14,en,http://www.trutv.com/shows/billy-on-the-street,http://www.trutv.com/shows/billy-on-the-street/season-1/episode-7/ask-an-asian,2054250,2066018,0
trutv,1.0.0,US,05/08/2020,0,TVE,Billy on the Street,1,8,Are You Smarter Than a Gay Fifth Grader?,10/01/2018,10/26/2020,1262,TV-14,en,http://www.trutv.com/shows/billy-on-the-street,http://www.trutv.com/shows/billy-on-the-street/season-1/episode-8/are-you-smarter-than-a-gay-fifth-grader,2054250,2066015,0
trutv,1.0.0,US,05/08/2020,0,TVE,Billy on the Street,1,9,Did You Hear Madonna Died?,10/01/2018,10/26/2020,1247,TV-14,en,http://www.trutv.com/shows/billy-on-the-street,http://www.trutv.com/shows/billy-on-the-street/season-1/episode-9/did-you-hear-madonna-died,2054250,2066022,0
trutv,1.0.0,US,05/08/2020,0,TVE,Billy on the Street,1,10,Joan Rivers Gets Quizzed in the Face,10/01/2018,10/26/2020,1247,TV-14,en,http://www.trutv.com/shows/billy-on-the-street,http://www.trutv.com/shows/billy-on-the-street/season-1/episode-10/joan-rivers-gets-quizzed-in-the-face,2054250,2066020,0
trutv,1.0.0,US,05/08/2020,0,TVE,Billy on the Street,2,1,Billy Meets Mr. Singh!,10/01/2018,10/26/2020,1262,TV-14,en,http://www.trutv.com/shows/billy-on-the-street,http://www.trutv.com/shows/billy-on-the-street/season-2/episode-1/billy-meets-mr-singh,2054250,2066026,0
trutv,1.0.0,US,05/08/2020,0,TVE,Billy on the Street,2,2,"The Lesbian Lightning Round, with Andy Cohen",10/01/2018,10/26/2020,1262,TV-14,en,http://www.trutv.com/shows/billy-on-the-street,http://www.trutv.com/shows/billy-on-the-street/season-2/episode-2/the-lesbian-lightning-round-with-andy-cohen,2054250,2066027,0
trutv,1.0.0,US,05/08/2020,0,TVE,Billy on the Street,2,3,"Scream for an American Girl Doll, with Will Ferrell",10/01/2018,10/26/2020,1247,TV-14,en,http://www.trutv.com/shows/billy-on-the-street,http://www.trutv.com/shows/billy-on-the-street/season-2/episode-3/scream-for-an-american-girl-doll-with-will-ferrell,2054250,2066025,0
trutv,1.0.0,US,05/08/2020,0,TVE,Billy on the Street,2,4,"It's Spock - Do You Care?, with Zachary Quinto",10/01/2018,10/26/2020,1262,TV-14,en,http://www.trutv.com/shows/billy-on-the-street,http://www.trutv.com/shows/billy-on-the-street/season-2/episode-4/its-spock-do-you-care-with-zachary-quinto,2054250,2066030,0
trutv,1.0.0,US,05/08/2020,0,TVE,Billy on the Street,2,5,"Whistleblow That Jew!, with Rashida Jones and Maya Rudolph",10/01/2018,10/26/2020,1262,TV-14,en,http://www.trutv.com/shows/billy-on-the-street,http://www.trutv.com/shows/billy-on-the-street/season-2/episode-5/whistleblow-that-jew-with-rashida-jones-and-maya,2054250,2066031,0
trutv,1.0.0,US,05/08/2020,0,TVE,Billy on the Street,2,6,"It's Debra Messing, You Gays!, with Debra Messing and Christian Borle",10/01/2018,10/26/2020,1262,TV-14,en,http://www.trutv.com/shows/billy-on-the-street,http://www.trutv.com/shows/billy-on-the-street/season-2/episode-6/its-debra-messing-you-gays-with-debra-messing-and,2054250,2066032,0
trutv,1.0.0,US,05/08/2020,0,TVE,Billy on the Street,2,7,"Do You Think Gisele Bundchen Understands the Jokes on Portlandia?, with Nas and Ashley Benson",10/01/2018,10/26/2020,1262,TV-14,en,http://www.trutv.com/shows/billy-on-the-street,http://www.trutv.com/shows/billy-on-the-street/season-2/episode-7/do-you-think-gisele-bundchen-understands-the-jokes-on,2054250,2066029,0
trutv,1.0.0,US,05/08/2020,0,TVE,Billy on the Street,2,8,"The Julia Robstacle Course, with Rachel Dratch",10/01/2018,10/26/2020,1262,TV-14,en,http://www.trutv.com/shows/billy-on-the-street,http://www.trutv.com/shows/billy-on-the-street/season-2/episode-8/the-julia-robstacle-course-with-rachel-dratch,2054250,2066028,0
trutv,1.0.0,US,05/08/2020,0,TVE,Billy on the Street,2,9,"Name Three White People!, with Rashida Jones",10/01/2018,10/26/2020,1262,TV-14,en,http://www.trutv.com/shows/billy-on-the-street,http://www.trutv.com/shows/billy-on-the-street/season-2/episode-9/name-three-white-people-with-rashida-jones,2054250,2066024,0
trutv,1.0.0,US,05/08/2020,0,TVE,Billy on the Street,2,10,"Billy in the Air!, with Pink",10/01/2018,10/26/2020,1262,TV-14,en,http://www.trutv.com/shows/billy-on-the-street,http://www.trutv.com/shows/billy-on-the-street/season-2/episode-10/billy-in-the-air-with-pink,2054250,2066033,0
trutv,1.0.0,US,05/08/2020,0,TVE,Billy on the Street,2,11,"The Humpty Hump!, with Hank Azaria",10/01/2018,10/26/2020,1262,TV-14,en,http://www.trutv.com/shows/billy-on-the-street,http://www.trutv.com/shows/billy-on-the-street/season-2/episode-11/the-humpty-hump-with-hank-azaria,2054250,2066044,0
trutv,1.0.0,US,05/08/2020,0,TVE,Billy on the Street,2,12,"The Rally to Raise Awareness of Nicole Kidman, with Kristen Johnston",10/01/2018,10/26/2020,1262,TV-14,en,http://www.trutv.com/shows/billy-on-the-street,http://www.trutv.com/shows/billy-on-the-street/season-2/episode-12/the-rally-to-raise-awareness-of-nicole-kidman-with,2054250,2066045,0
trutv,1.0.0,US,05/08/2020,0,TVE,Billy on the Street,3,1,"Would You Have Sex with Paul Rudd?, with Paul Rudd and Amy Poehler",10/01/2018,10/26/2020,1262,TV-14,en,http://www.trutv.com/shows/billy-on-the-street,http://www.trutv.com/shows/billy-on-the-street/season-3/episode-1/would-you-have-sex-with-paul-rudd-with-paul-rudd-and,2054250,2066038,0
trutv,1.0.0,US,05/08/2020,0,TVE,Billy on the Street,3,2,"It's Not Pitbull, It's Amy Poehler, with Amy Poehler",10/01/2018,10/26/2020,1263,TV-14,en,http://www.trutv.com/shows/billy-on-the-street,http://www.trutv.com/shows/billy-on-the-street/season-3/episode-2/its-not-pitbull-its-amy-poehler-with-amy-poehler,2054250,2066040,0
trutv,1.0.0,US,05/08/2020,0,TVE,Billy on the Street,3,3,"Billy Destroys a Car, with Neil Patrick Harris and Lindsay Lohan",10/01/2018,10/26/2020,1262,TV-14,en,http://www.trutv.com/shows/billy-on-the-street,http://www.trutv.com/shows/billy-on-the-street/season-3/episode-3/billy-destroys-a-car-with-neil-patrick-harris-and,2054250,2066036,0
trutv,1.0.0,US,05/08/2020,0,TVE,Billy on the Street,3,4,"She Clucks or She Sucks?, with Seth Meyers",10/01/2018,10/26/2020,1262,TV-14,en,http://www.trutv.com/shows/billy-on-the-street,http://www.trutv.com/shows/billy-on-the-street/season-3/episode-4/she-clucks-or-she-sucks-with-seth-meyers,2054250,2066037,0
trutv,1.0.0,US,05/08/2020,0,TVE,Billy on the Street,3,5,"John Mayer or Pepé Le Pew, with Olivia Wilde and Sean Hayes",10/01/2018,10/26/2020,1262,TV-14,en,http://www.trutv.com/shows/billy-on-the-street,http://www.trutv.com/shows/billy-on-the-street/season-3/episode-5/john-mayer-or-pepe-le-pew-with-olivia-wilde-and-sean,2054250,2066042,0
trutv,1.0.0,US,05/08/2020,0,TVE,Billy on the Street,3,6,"Cash Cow, with Lena Dunham vs. Elena",10/01/2018,10/26/2020,1262,TV-14,en,http://www.trutv.com/shows/billy-on-the-street,http://www.trutv.com/shows/billy-on-the-street/season-3/episode-6/cash-cow-with-lena-dunham-vs-elena,2054250,2066035,0
trutv,1.0.0,US,05/08/2020,0,TVE,Billy on the Street,3,7,"Billy Loves Ratatouille, with Patton Oswalt",10/01/2018,10/26/2020,1262,TV-14,en,http://www.trutv.com/shows/billy-on-the-street,http://www.trutv.com/shows/billy-on-the-street/season-3/episode-7/billy-loves-ratatouille-with-patton-oswalt,2054250,2066041,0
trutv,1.0.0,US,05/08/2020,0,TVE,Billy on the Street,3,8,"Olivia Wilde Is Pretty and You're All Disgusting!, with Olivia Wilde",10/01/2018,10/26/2020,1247,TV-14,en,http://www.trutv.com/shows/billy-on-the-street,http://www.trutv.com/shows/billy-on-the-street/season-3/episode-8/olivia-wilde-is-pretty-and-youre-all-disgusting-with,2054250,2066034,0
trutv,1.0.0,US,05/08/2020,0,TVE,Billy on the Street,3,9,"The Lana Del Race for the Cure, with Nick Offerman",10/01/2018,10/26/2020,1262,TV-14,en,http://www.trutv.com/shows/billy-on-the-street,http://www.trutv.com/shows/billy-on-the-street/season-3/episode-9/the-lana-del-race-for-the-cure-with-nick-offerman,2054250,2066043,0
trutv,1.0.0,US,05/08/2020,0,TVE,Billy on the Street,3,10,"When the Easter Bunny Attacks!, with Joel McHale",10/01/2018,10/26/2020,1262,TV-14,en,http://www.trutv.com/shows/billy-on-the-street,http://www.trutv.com/shows/billy-on-the-street/season-3/episode-10/when-the-easter-bunny-attacks-with-joel-mchale,2054250,2066039,0
trutv,1.0.0,US,05/08/2020,0,TVE,Billy on the Street,4,1,Billy Helps Tina Fey Find a Friend,10/01/2018,10/26/2020,1262,TV-14,en,http://www.trutv.com/shows/billy-on-the-street,http://www.trutv.com/shows/billy-on-the-street/season-4/episode-1/billy-helps-tina-fey-find-a-friend,2054250,2065371,0
trutv,1.0.0,US,05/08/2020,0,TVE,Billy on the Street,4,2,"For a Dollar, It's Chris Pratt!",10/01/2018,10/26/2020,1262,TV-14,en,http://www.trutv.com/shows/billy-on-the-street,http://www.trutv.com/shows/billy-on-the-street/season-4/episode-2/for-a-dollar-its-chris-pratt,2054250,2065372,0
trutv,1.0.0,US,05/08/2020,0,TVE,Billy on the Street,4,3,Anna Kendrick's Tinder in Real Life Lightning Round!,10/01/2018,10/26/2020,1258,TV-14,en,http://www.trutv.com/shows/billy-on-the-street,http://www.trutv.com/shows/billy-on-the-street/season-4/episode-3/anna-kendricks-tinder-in-real-life-lightning-round,2054250,2065373,0
trutv,1.0.0,US,05/08/2020,0,TVE,Billy on the Street,4,4,Billy Plays ,10/01/2018,10/26/2020,1262,TV-14,en,http://www.trutv.com/shows/billy-on-the-street,http://www.trutv.com/shows/billy-on-the-street/season-4/episode-4/billy-plays,2054250,2065374,0
trutv,1.0.0,US,05/08/2020,0,TVE,Billy on the Street,4,5,Shondaland! with Bill Hader and Amy Sedaris,10/01/2018,10/26/2020,1262,TV-14,en,http://www.trutv.com/shows/billy-on-the-street,http://www.trutv.com/shows/billy-on-the-street/season-4/episode-5/shondaland-with-bill-hader-and-amy-sedaris,2054250,2065375,0
trutv,1.0.0,US,05/08/2020,0,TVE,Billy on the Street,4,6,Billy's Thanksgiving Parade!,10/01/2018,10/26/2020,1262,TV-14,en,http://www.trutv.com/shows/billy-on-the-street,http://www.trutv.com/shows/billy-on-the-street/season-4/episode-6/billys-thanksgiving-parade,2054250,2065376,0
trutv,1.0.0,US,05/08/2020,0,TVE,Billy on the Street,4,7,The Julianne Moore Acting Attack!,10/01/2018,10/26/2020,1262,TV-14,en,http://www.trutv.com/shows/billy-on-the-street,http://www.trutv.com/shows/billy-on-the-street/season-4/episode-7/the-julianne-moore-acting-attack,2054250,2065377,0
trutv,1.0.0,US,05/08/2020,0,TVE,Billy on the Street,4,8,Christmas on the Street with Will Ferrell,10/01/2018,10/26/2020,1262,TV-14,en,http://www.trutv.com/shows/billy-on-the-street,http://www.trutv.com/shows/billy-on-the-street/season-4/episode-8/christmas-on-the-street-with-will-ferrell,2054250,2065378,0
trutv,1.0.0,US,05/08/2020,0,TVE,Billy on the Street,4,9,Sex on the Street with Sarah Jessica Parker,10/01/2018,10/26/2020,1262,TV-14,en,http://www.trutv.com/shows/billy-on-the-street,http://www.trutv.com/shows/billy-on-the-street/season-4/episode-9/sex-on-the-street-with-sarah-jessica-parker,2054250,2065379,0
trutv,1.0.0,US,05/08/2020,0,TVE,Billy on the Street,4,10,Elena vs. Her Sister!,10/01/2018,10/26/2020,1262,TV-14,en,http://www.trutv.com/shows/billy-on-the-street,http://www.trutv.com/shows/billy-on-the-street/season-4/episode-10/elena-vs-her-sister,2054250,2066013,0
trutv,1.0.0,US,05/08/2020,0,TVE,Billy on the Street,5,1,Immigrant or Real American? With Jon Hamm!,10/01/2018,10/26/2020,1472,TV-14,en,http://www.trutv.com/shows/billy-on-the-street,http://www.trutv.com/shows/billy-on-the-street/season-5/episode-1/immigrant-or-real-american-with-jon-hamm,2054250,2084688,0
trutv,1.0.0,US,05/08/2020,0,TVE,Billy on the Street,5,2,"Death Rogen, with Special Guest Seth Rogen!",10/01/2018,10/26/2020,1472,TV-14,en,http://www.trutv.com/shows/billy-on-the-street,http://www.trutv.com/shows/billy-on-the-street/season-5/episode-2/death-rogen-with-special-guest-seth-rogen,2054250,2084689,0
trutv,1.0.0,US,05/08/2020,0,TVE,Billy on the Street,5,3,Lupita Nyong'o: Bring the Pain,10/01/2018,10/26/2020,1472,TV-14,en,http://www.trutv.com/shows/billy-on-the-street,http://www.trutv.com/shows/billy-on-the-street/season-5/episode-3/lupita-nyongo-bring-the-pain,2054250,2084690,0
trutv,1.0.0,US,05/08/2020,0,TVE,Billy on the Street,5,4,Miracle on 34th Streep with Andy Samberg!,10/01/2018,10/26/2020,1472,TV-14,en,http://www.trutv.com/shows/billy-on-the-street,http://www.trutv.com/shows/billy-on-the-street/season-5/episode-4/miracle-on-34th-streep-with-andy-samberg,2054250,2084691,0
trutv,1.0.0,US,05/08/2020,0,TVE,Billy on the Street,5,5,Aziz on the Street!,10/01/2018,10/26/2020,1472,TV-14,en,http://www.trutv.com/shows/billy-on-the-street,http://www.trutv.com/shows/billy-on-the-street/season-5/episode-5/aziz-on-the-street,2054250,2084692,0
trutv,1.0.0,US,05/08/2020,0,TVE,Billy on the Street,5,6,Billy's Holiday Wonderland with Jacob Tremblay!,10/01/2018,10/26/2020,1472,TV-14,en,http://www.trutv.com/shows/billy-on-the-street,http://www.trutv.com/shows/billy-on-the-street/season-5/episode-6/billys-holiday-wonderland-with-jacob-tremblay,2054250,2084693,0
trutv,1.0.0,US,05/08/2020,0,TVE,Billy on the Street,5,7,Do Gay People Care About John Oliver? with John Oliver!,10/01/2018,10/26/2020,1472,TV-14,en,http://www.trutv.com/shows/billy-on-the-street,http://www.trutv.com/shows/billy-on-the-street/season-5/episode-7/do-gay-people-care-about-john-oliver-with-john-oliver,2054250,2084694,0
trutv,1.0.0,US,05/08/2020,0,TVE,Billy on the Street,5,8,Curbside Conga Line with James Corden,10/01/2018,10/26/2020,1472,TV-14,en,http://www.trutv.com/shows/billy-on-the-street,http://www.trutv.com/shows/billy-on-the-street/season-5/episode-8/curbside-conga-line-with-james-corden,2054250,2084695,0
trutv,1.0.0,US,05/08/2020,0,TVE,Billy on the Street,5,9,Super Sloppy Semi-Automatic Double Dare! with Keegan-Michael Key,10/01/2018,10/26/2020,1472,TV-14,en,http://www.trutv.com/shows/billy-on-the-street,http://www.trutv.com/shows/billy-on-the-street/season-5/episode-9/super-sloppy-semi-automatic-double-dare-with-keegan,2054250,2084696,0
trutv,1.0.0,US,05/08/2020,0,TVE,Billy on the Street,5,10,The NY Bubble with Stephen Colbert!,10/01/2018,10/26/2020,1472,TV-14,en,http://www.trutv.com/shows/billy-on-the-street,http://www.trutv.com/shows/billy-on-the-street/season-5/episode-10/the-ny-bubble-with-stephen-colbert,2054250,2084697,0
trutv,1.0.0,US,05/08/2020,0,TVE,The Carbonaro Effect,1,1,Got the Bug Out,05/01/2020,06/05/2020,1283,TV-PG,en,http://www.trutv.com/shows/the-carbonaro-effect,http://www.trutv.com/shows/the-carbonaro-effect/season-1/episode-1/got-the-bug-out,2019149,2019451,0
