bot_system,bot_version,bot_country,capture_date,is_movie,offer_type,series_title,season_number,episode_number,program_title,provider_release_date,provider_cease_date,viewable_runtime,maturity_rating,original_language,series_url,program_url,series_source_id,source_id,is_original
tbs,1.0.0,US,04/19/2020,0,TVE,Angie Tribeca,3,7,License to Drill,04/17/2020,04/24/2020,1263,TV-14,en,http://www.tbs.com/shows/angie-tribeca,http://www.tbs.com/shows/angie-tribeca/season-3/episode-7/license-to-drill,2022288,2094383,1
tbs,1.0.0,US,04/19/2020,0,TVE,Angie Tribeca,3,8,"If You See Something, Solve Something",04/17/2020,04/24/2020,1254,TV-14,en,http://www.tbs.com/shows/angie-tribeca,http://www.tbs.com/shows/angie-tribeca/season-3/episode-8/if-you-see-something-solve-something,2022288,2094384,1
tbs,1.0.0,US,04/19/2020,0,TVE,Angie Tribeca,3,9,Germs of Endearment,04/17/2020,04/24/2020,1263,TV-14,en,http://www.tbs.com/shows/angie-tribeca,http://www.tbs.com/shows/angie-tribeca/season-3/episode-9/germs-of-endearment,2022288,2094385,1
tbs,1.0.0,US,04/19/2020,0,TVE,Angie Tribeca,3,10,"Go Get 'Em, Tiger",04/17/2020,04/24/2020,1291,TV-14,en,http://www.tbs.com/shows/angie-tribeca,http://www.tbs.com/shows/angie-tribeca/season-3/episode-10/go-get-em-tiger,2022288,2094386,1
tbs,1.0.0,US,04/19/2020,0,TVE,Friends,1,4,The One With George Stephanopoulus,04/13/2020,04/20/2020,1232,TV-PG,en,http://www.tbs.com/shows/friends,http://www.tbs.com/shows/friends/season-1/episode-4/the-one-with-george-stephanopoulus,322296,338611,0
tbs,1.0.0,US,04/19/2020,0,TVE,Friends,1,21,The One With The Fake Monica,04/13/2020,04/20/2020,1232,TV-PG,en,http://www.tbs.com/shows/friends,http://www.tbs.com/shows/friends/season-1/episode-21/the-one-with-the-fake-monica,322296,338628,0
tbs,1.0.0,US,04/19/2020,0,TVE,Friends,2,19,The One Where Eddie Won't Go ,04/13/2020,04/20/2020,1232,TV-PG,en,http://www.tbs.com/shows/friends,http://www.tbs.com/shows/friends/season-2/episode-19/the-one-where-eddie-wont-go,322296,338650,0
tbs,1.0.0,US,04/19/2020,0,TVE,Friends,2,21,The One With The Bullies ,04/13/2020,04/20/2020,1233,TV-PG,en,http://www.tbs.com/shows/friends,http://www.tbs.com/shows/friends/season-2/episode-21/the-one-with-the-bullies,322296,338652,0
tbs,1.0.0,US,04/19/2020,0,TVE,Friends,9,16,The One With the Boob Job,04/13/2020,04/20/2020,1232,TV-PG,en,http://www.tbs.com/shows/friends,http://www.tbs.com/shows/friends/season-9/episode-16/the-one-with-the-boob-job,322296,447254,0
tbs,1.0.0,US,04/19/2020,0,TVE,Brooklyn Nine-Nine,4,4,The Night Shift,04/17/2020,04/24/2020,1202,TV-14,en,http://www.tbs.com/shows/brooklyn-nine-nine,http://www.tbs.com/shows/brooklyn-nine-nine/season-4/episode-4/the-night-shift,2085473,2090034,0
tbs,1.0.0,US,04/19/2020,0,TVE,Brooklyn Nine-Nine,4,5,Halloween IV,04/17/2020,04/24/2020,1203,TV-14,en,http://www.tbs.com/shows/brooklyn-nine-nine,http://www.tbs.com/shows/brooklyn-nine-nine/season-4/episode-5/halloween-iv,2085473,2090035,0
tbs,1.0.0,US,04/19/2020,0,TVE,Brooklyn Nine-Nine,4,6,Monster in the Closet,04/17/2020,04/24/2020,1202,TV-14,en,http://www.tbs.com/shows/brooklyn-nine-nine,http://www.tbs.com/shows/brooklyn-nine-nine/season-4/episode-6/monster-in-the-closet,2085473,2090036,0
tbs,1.0.0,US,04/19/2020,0,TVE,Brooklyn Nine-Nine,4,7,Mr. Santiago,04/17/2020,04/24/2020,1201,TV-14,en,http://www.tbs.com/shows/brooklyn-nine-nine,http://www.tbs.com/shows/brooklyn-nine-nine/season-4/episode-7/mr-santiago,2085473,2090037,0
tbs,1.0.0,US,04/19/2020,0,TVE,Brooklyn Nine-Nine,4,8,Skyfire Cycle,04/17/2020,04/24/2020,1201,TV-14,en,http://www.tbs.com/shows/brooklyn-nine-nine,http://www.tbs.com/shows/brooklyn-nine-nine/season-4/episode-8/skyfire-cycle,2085473,2090038,0
tntdrama,1.0.0,US,04/19/2020,0,TVE,Claws,3,6,Fly Like an Eagle,04/15/2020,04/22/2020,2745,TV-MA,en,http://www.tntdrama.com/shows/claws,http://www.tntdrama.com/shows/claws/season-3/episode-6/fly-like-an-eagle,2094392,2189982,0
tntdrama,1.0.0,US,04/19/2020,0,TVE,Claws,3,7,Chicken P***Y,04/15/2020,04/22/2020,2769,TV-MA,en,http://www.tntdrama.com/shows/claws,http://www.tntdrama.com/shows/claws/season-3/episode-7/chicken-py,2094392,2189983,0
tntdrama,1.0.0,US,04/19/2020,0,TVE,Claws,3,8,What is Happening to America,04/15/2020,04/22/2020,2644,TV-MA,en,http://www.tntdrama.com/shows/claws,http://www.tntdrama.com/shows/claws/season-3/episode-8/what-is-happening-to-america,2094392,2189984,0
tntdrama,1.0.0,US,04/19/2020,0,TVE,Claws,3,9,Melba Toast,04/15/2020,04/22/2020,2703,TV-MA,en,http://www.tntdrama.com/shows/claws,http://www.tntdrama.com/shows/claws/season-3/episode-9/melba-toast,2094392,2189985,0
tntdrama,1.0.0,US,04/19/2020,0,TVE,Claws,3,10,Finna,04/15/2020,04/22/2020,2753,TV-MA,en,http://www.tntdrama.com/shows/claws,http://www.tntdrama.com/shows/claws/season-3/episode-10/finna,2094392,2189986,0
tntdrama,1.0.0,US,04/19/2020,0,TVE,Will,1,1,The Play's the Thing,04/02/2020,05/01/2020,3673,TV-MA,en,http://www.tntdrama.com/shows/will,http://www.tntdrama.com/shows/will/season-1/episode-1/the-plays-the-thing,2063888,2063889,1
tntdrama,1.0.0,US,04/19/2020,0,TVE,Will,1,2,Cowards Die Many Times,04/02/2020,05/01/2020,3194,TV-MA,en,http://www.tntdrama.com/shows/will,http://www.tntdrama.com/shows/will/season-1/episode-2/cowards-die-many-times,2063888,2063890,1
tntdrama,1.0.0,US,04/19/2020,0,TVE,Will,1,3,The Two Gentlemen,04/02/2020,05/01/2020,3094,TV-MA,en,http://www.tntdrama.com/shows/will,http://www.tntdrama.com/shows/will/season-1/episode-3/the-two-gentlemen,2063888,2063891,1
tntdrama,1.0.0,US,04/19/2020,0,TVE,Will,1,4,Brave New World,04/02/2020,05/01/2020,3154,TV-MA,en,http://www.tntdrama.com/shows/will,http://www.tntdrama.com/shows/will/season-1/episode-4/brave-new-world,2063888,2063892,1
tntdrama,1.0.0,US,04/19/2020,0,TVE,Will,1,5,The Marriage of True Minds,04/02/2020,05/01/2020,3102,TV-MA,en,http://www.tntdrama.com/shows/will,http://www.tntdrama.com/shows/will/season-1/episode-5/the-marriage-of-True-minds,2063888,2063893,1
tntdrama,1.0.0,US,04/19/2020,0,TVE,Will,1,6,Something Wicked This Way Comes.,04/02/2020,05/01/2020,3225,TV-MA,en,http://www.tntdrama.com/shows/will,http://www.tntdrama.com/shows/will/season-1/episode-6/something-wicked-this-way-comes,2063888,2063894,1
tntdrama,1.0.0,US,04/19/2020,0,TVE,Will,1,7,What Dreams May Come,04/02/2020,05/01/2020,2931,TV-MA,en,http://www.tntdrama.com/shows/will,http://www.tntdrama.com/shows/will/season-1/episode-7/what-dreams-may-come,2063888,2063895,1
tntdrama,1.0.0,US,04/19/2020,0,TVE,Will,1,8,Your Houses,04/02/2020,05/01/2020,3036,TV-MA,en,http://www.tntdrama.com/shows/will,http://www.tntdrama.com/shows/will/season-1/episode-8/your-houses,2063888,2063896,1
tntdrama,1.0.0,US,04/19/2020,0,TVE,Will,1,9,Play the Devil,04/02/2020,05/01/2020,2951,TV-MA,en,http://www.tntdrama.com/shows/will,http://www.tntdrama.com/shows/will/season-1/episode-9/play-the-devil,2063888,2063897,1
tntdrama,1.0.0,US,04/19/2020,0,TVE,Will,1,10,"Once, Bright Angel",04/02/2020,05/01/2020,3165,TV-MA,en,http://www.tntdrama.com/shows/will,http://www.tntdrama.com/shows/will/season-1/episode-10/once-bright-angel,2063888,2063898,1
tntdrama,1.0.0,US,04/19/2020,0,FREE,Shatterbox,1,1,French Fries,04/02/2020,12/31/2020,890,TV-MA-LS,en,http://www.tntdrama.com/shows/shatterbox,http://www.tntdrama.com/shows/shatterbox/season-1/episode-1/french-fries,2142240,2142242,0
tntdrama,1.0.0,US,04/19/2020,0,FREE,Shatterbox,1,2,One Cambodian Family Please for My Pleasure,04/02/2020,12/31/2020,751,TV-14,en,http://www.tntdrama.com/shows/shatterbox,http://www.tntdrama.com/shows/shatterbox/season-1/episode-2/one-cambodian-family-please-for-my-pleasure,2142240,2142244,0
tntdrama,1.0.0,US,04/19/2020,0,FREE,Shatterbox,1,3,X,04/02/2020,12/31/2020,796,TV-14,en,http://www.tntdrama.com/shows/shatterbox,http://www.tntdrama.com/shows/shatterbox/season-1/episode-3/x,2142240,2142245,0
tntdrama,1.0.0,US,04/19/2020,0,FREE,Shatterbox,1,4,The Godmother,04/02/2020,12/31/2020,519,TV-14,en,http://www.tntdrama.com/shows/shatterbox,http://www.tntdrama.com/shows/shatterbox/season-1/episode-4/the-godmother,2142240,2143041,0
tntdrama,1.0.0,US,04/19/2020,0,FREE,Shatterbox,1,5,Are You Still Singing?,04/02/2020,12/31/2020,695,TV-MA,en,http://www.tntdrama.com/shows/shatterbox,http://www.tntdrama.com/shows/shatterbox/season-1/episode-5/are-you-still-singing,2142240,2142243,0
tntdrama,1.0.0,US,04/19/2020,0,FREE,Shatterbox,1,6,Curated,04/02/2020,12/31/2020,612,TV-14,en,http://www.tntdrama.com/shows/shatterbox,http://www.tntdrama.com/shows/shatterbox/season-1/episode-6/curated,2142240,2166548,0
tntdrama,1.0.0,US,04/19/2020,0,FREE,Shatterbox,1,7,End of the Line,04/02/2020,12/31/2020,827,TV-MA,en,http://www.tntdrama.com/shows/shatterbox,http://www.tntdrama.com/shows/shatterbox/season-1/episode-7/end-of-the-line,2142240,2142241,0
tntdrama,1.0.0,US,04/19/2020,0,FREE,Shatterbox,1,8,CTRL,04/02/2020,12/31/2020,342,TV-14,en,http://www.tntdrama.com/shows/shatterbox,http://www.tntdrama.com/shows/shatterbox/season-1/episode-8/ctrl,2142240,2165770,0
tntdrama,1.0.0,US,04/19/2020,0,TVE,Animal Kingdom,4,1,Janine,04/17/2020,04/24/2020,2758,TV-MA,en,http://www.tntdrama.com/shows/animal-kingdom,http://www.tntdrama.com/shows/animal-kingdom/season-4/episode-1/janine,2063877,2172503,1
tntdrama,1.0.0,US,04/19/2020,0,TVE,Animal Kingdom,4,2,Angela,04/17/2020,04/24/2020,2753,TV-MA,en,http://www.tntdrama.com/shows/animal-kingdom,http://www.tntdrama.com/shows/animal-kingdom/season-4/episode-2/angela,2063877,2172504,1
tntdrama,1.0.0,US,04/19/2020,0,TVE,Animal Kingdom,4,3,Man vs. Rock,04/17/2020,04/24/2020,2705,TV-MA,en,http://www.tntdrama.com/shows/animal-kingdom,http://www.tntdrama.com/shows/animal-kingdom/season-4/episode-3/man-vs-rock,2063877,2172505,1
tntdrama,1.0.0,US,04/19/2020,0,TVE,Animal Kingdom,4,4,Tank,04/17/2020,04/24/2020,2809,TV-MA,en,http://www.tntdrama.com/shows/animal-kingdom,http://www.tntdrama.com/shows/animal-kingdom/season-4/episode-4/tank,2063877,2172506,1
tntdrama,1.0.0,US,04/19/2020,0,TVE,Animal Kingdom,4,5,Reap,04/17/2020,04/24/2020,2750,TV-MA,en,http://www.tntdrama.com/shows/animal-kingdom,http://www.tntdrama.com/shows/animal-kingdom/season-4/episode-5/reap,2063877,2172507,1
tntdrama,1.0.0,US,04/19/2020,0,FREE,The Alienist,1,1,The Boy on the Bridge,04/02/2020,05/01/2020,2899,TV-MA,en,http://www.tntdrama.com/shows/the-alienist,http://www.tntdrama.com/shows/the-alienist/season-1/episode-1/the-boy-on-the-bridge,2066250,2066251,1
tntdrama,1.0.0,US,04/19/2020,0,FREE,The Alienist,1,2,A Fruitful Partnership,04/02/2020,05/01/2020,2828,TV-MA,en,http://www.tntdrama.com/shows/the-alienist,http://www.tntdrama.com/shows/the-alienist/season-1/episode-2/a-fruitful-partnership,2066250,2066252,1
tntdrama,1.0.0,US,04/19/2020,0,FREE,The Alienist,1,3,Silver Smile,04/02/2020,05/01/2020,2636,TV-MA,en,http://www.tntdrama.com/shows/the-alienist,http://www.tntdrama.com/shows/the-alienist/season-1/episode-3/silver-smile,2066250,2066253,1
tntdrama,1.0.0,US,04/19/2020,0,FREE,The Alienist,1,4,These Bloody Thoughts,04/02/2020,05/01/2020,2852,TV-MA,en,http://www.tntdrama.com/shows/the-alienist,http://www.tntdrama.com/shows/the-alienist/season-1/episode-4/these-bloody-thoughts,2066250,2066254,1
tntdrama,1.0.0,US,04/19/2020,0,FREE,The Alienist,1,5,Hildebrandt's Starling,04/02/2020,05/01/2020,2860,TV-MA,en,http://www.tntdrama.com/shows/the-alienist,http://www.tntdrama.com/shows/the-alienist/season-1/episode-5/hildebrandts-starling,2066250,2066255,1
tntdrama,1.0.0,US,04/19/2020,0,FREE,The Alienist,1,6,Ascension,04/02/2020,05/01/2020,2701,TV-MA,en,http://www.tntdrama.com/shows/the-alienist,http://www.tntdrama.com/shows/the-alienist/season-1/episode-6/ascension,2066250,2066256,1
tntdrama,1.0.0,US,04/19/2020,0,FREE,The Alienist,1,7,Many Sainted Men,04/02/2020,05/01/2020,2897,TV-MA,en,http://www.tntdrama.com/shows/the-alienist,http://www.tntdrama.com/shows/the-alienist/season-1/episode-7/many-sainted-men,2066250,2066257,1
tntdrama,1.0.0,US,04/19/2020,0,FREE,The Alienist,1,8,Psychopathia Sexualis,04/02/2020,05/01/2020,2565,TV-MA,en,http://www.tntdrama.com/shows/the-alienist,http://www.tntdrama.com/shows/the-alienist/season-1/episode-8/psychopathia-sexualis,2066250,2066258,1
tntdrama,1.0.0,US,04/19/2020,0,FREE,The Alienist,1,9,Requiem,04/02/2020,05/01/2020,2890,TV-MA,en,http://www.tntdrama.com/shows/the-alienist,http://www.tntdrama.com/shows/the-alienist/season-1/episode-9/requiem,2066250,2066259,1
tntdrama,1.0.0,US,04/19/2020,0,FREE,The Alienist,1,10,Castle in the Sky,04/02/2020,05/01/2020,3450,TV-MA,en,http://www.tntdrama.com/shows/the-alienist,http://www.tntdrama.com/shows/the-alienist/season-1/episode-10/castle-in-the-sky,2066250,2066260,1
tntdrama,1.0.0,US,04/19/2020,0,TVE,NCIS: New Orleans,3,6,One Good Man,04/17/2020,04/24/2020,2525,TV-14,en,http://www.tntdrama.com/shows/ncis-new-orleans,http://www.tntdrama.com/shows/ncis-new-orleans/season-3/episode-6/one-good-man,2143915,2143993,0
tntdrama,1.0.0,US,04/19/2020,0,TVE,NCIS: New Orleans,3,7,Outlaws,04/17/2020,04/24/2020,2522,TV-14,en,http://www.tntdrama.com/shows/ncis-new-orleans,http://www.tntdrama.com/shows/ncis-new-orleans/season-3/episode-7/outlaws,2143915,2143994,0
tntdrama,1.0.0,US,04/19/2020,0,TVE,NCIS: New Orleans,3,8,Music to My Ears,04/17/2020,04/24/2020,2524,TV-14,en,http://www.tntdrama.com/shows/ncis-new-orleans,http://www.tntdrama.com/shows/ncis-new-orleans/season-3/episode-8/music-to-my-ears,2143915,2143995,0
tntdrama,1.0.0,US,04/19/2020,0,TVE,NCIS: New Orleans,3,9,Overdrive,04/17/2020,04/24/2020,2523,TV-14,en,http://www.tntdrama.com/shows/ncis-new-orleans,http://www.tntdrama.com/shows/ncis-new-orleans/season-3/episode-9/overdrive,2143915,2143996,0
tntdrama,1.0.0,US,04/19/2020,0,TVE,NCIS: New Orleans,3,10,Follow the Money,04/17/2020,04/24/2020,2524,TV-14,en,http://www.tntdrama.com/shows/ncis-new-orleans,http://www.tntdrama.com/shows/ncis-new-orleans/season-3/episode-10/follow-the-money,2143915,2143997,0
tntdrama,1.0.0,US,04/19/2020,0,TVE,NCIS: New Orleans,3,11,Let It Ride,04/17/2020,04/24/2020,2524,TV-14,en,http://www.tntdrama.com/shows/ncis-new-orleans,http://www.tntdrama.com/shows/ncis-new-orleans/season-3/episode-11/let-it-ride,2143915,2143998,0
tntdrama,1.0.0,US,04/19/2020,0,TVE,NCIS: New Orleans,3,12,Hell on the High Water,04/17/2020,04/24/2020,2415,TV-14,en,http://www.tntdrama.com/shows/ncis-new-orleans,http://www.tntdrama.com/shows/ncis-new-orleans/season-3/episode-12/hell-on-the-high-water,2143915,2143999,0
tntdrama,1.0.0,US,04/19/2020,0,TVE,NCIS: New Orleans,3,13,Return of the King,04/17/2020,04/24/2020,2524,TV-14,en,http://www.tntdrama.com/shows/ncis-new-orleans,http://www.tntdrama.com/shows/ncis-new-orleans/season-3/episode-13/return-of-the-king,2143915,2144000,0
tntdrama,1.0.0,US,04/19/2020,0,TVE,NCIS: New Orleans,3,14,"Pandora's Box, Part II",04/17/2020,04/24/2020,2411,TV-14,en,http://www.tntdrama.com/shows/ncis-new-orleans,http://www.tntdrama.com/shows/ncis-new-orleans/season-3/episode-14/pandoras-box-part-ii,2143915,2144003,0
tntdrama,1.0.0,US,04/19/2020,0,TVE,NCIS: New Orleans,3,15,End of the Line,04/17/2020,04/24/2020,2520,TV-14,en,http://www.tntdrama.com/shows/ncis-new-orleans,http://www.tntdrama.com/shows/ncis-new-orleans/season-3/episode-15/end-of-the-line,2143915,2144001,0
tntdrama,1.0.0,US,04/19/2020,0,TVE,NCIS: New Orleans,3,16,The Last Stand,04/17/2020,04/24/2020,2510,TV-14,en,http://www.tntdrama.com/shows/ncis-new-orleans,http://www.tntdrama.com/shows/ncis-new-orleans/season-3/episode-16/the-last-stand,2143915,2144002,0
tntdrama,1.0.0,US,04/19/2020,0,TVE,NCIS: New Orleans,3,17,"Swift, Silent, Deadly",04/17/2020,04/24/2020,2488,TV-14,en,http://www.tntdrama.com/shows/ncis-new-orleans,http://www.tntdrama.com/shows/ncis-new-orleans/season-3/episode-17/swift-silent-deadly,2143915,2144004,0
tntdrama,1.0.0,US,04/19/2020,0,TVE,NCIS: New Orleans,3,18,Slay the Dragon,04/17/2020,04/24/2020,2524,TV-14,en,http://www.tntdrama.com/shows/ncis-new-orleans,http://www.tntdrama.com/shows/ncis-new-orleans/season-3/episode-18/slay-the-dragon,2143915,2144005,0
tntdrama,1.0.0,US,04/19/2020,0,TVE,NCIS: New Orleans,3,19,Quid Pro Quo,04/17/2020,04/24/2020,2433,TV-14,en,http://www.tntdrama.com/shows/ncis-new-orleans,http://www.tntdrama.com/shows/ncis-new-orleans/season-3/episode-19/quid-pro-quo,2143915,2144006,0
tntdrama,1.0.0,US,04/19/2020,0,TVE,NCIS: New Orleans,3,20,Nola Confidential,04/17/2020,04/24/2020,2524,TV-14,en,http://www.tntdrama.com/shows/ncis-new-orleans,http://www.tntdrama.com/shows/ncis-new-orleans/season-3/episode-20/nola-confidential,2143915,2144007,0
tntdrama,1.0.0,US,04/19/2020,0,TVE,Supernatural,10,6,Ask Jeeves,04/13/2020,04/20/2020,2524,TV-14,en,http://www.tntdrama.com/shows/supernatural,http://www.tntdrama.com/shows/supernatural/season-10/episode-6/ask-jeeves,697063,2044043,0
tntdrama,1.0.0,US,04/19/2020,0,TVE,Supernatural,10,7,"Girls, Girls, Girls",04/13/2020,04/20/2020,2525,TV-14,en,http://www.tntdrama.com/shows/supernatural,http://www.tntdrama.com/shows/supernatural/season-10/episode-7/girls-girls-girls,697063,2044044,0
tntdrama,1.0.0,US,04/19/2020,0,TVE,Supernatural,10,8,Hibbing 911,04/14/2020,04/20/2020,2522,TV-14,en,http://www.tntdrama.com/shows/supernatural,http://www.tntdrama.com/shows/supernatural/season-10/episode-8/hibbing-911,697063,2044045,0
tntdrama,1.0.0,US,04/19/2020,0,TVE,Supernatural,10,11,There's No Place Like Home,04/14/2020,04/21/2020,2523,TV-14,en,http://www.tntdrama.com/shows/supernatural,http://www.tntdrama.com/shows/supernatural/season-10/episode-11/theres-no-place-like-home,697063,2044048,0
tntdrama,1.0.0,US,04/19/2020,0,TVE,Supernatural,10,12,About a Boy,04/14/2020,04/21/2020,2420,TV-14,en,http://www.tntdrama.com/shows/supernatural,http://www.tntdrama.com/shows/supernatural/season-10/episode-12/about-a-boy,697063,2044049,0
tntdrama,1.0.0,US,04/19/2020,0,TVE,Supernatural,10,13,Halt & Catch Fire,04/15/2020,04/21/2020,2477,TV-14,en,http://www.tntdrama.com/shows/supernatural,http://www.tntdrama.com/shows/supernatural/season-10/episode-13/halt-catch-fire,697063,2044050,0
tntdrama,1.0.0,US,04/19/2020,0,TVE,Supernatural,10,14,The Executioner's Song,04/15/2020,04/22/2020,2521,TV-14,en,http://www.tntdrama.com/shows/supernatural,http://www.tntdrama.com/shows/supernatural/season-10/episode-14/the-executioners-song,697063,2044051,0
tntdrama,1.0.0,US,04/19/2020,0,TVE,Supernatural,10,19,The Werther Project,04/16/2020,04/23/2020,2524,TV-14,en,http://www.tntdrama.com/shows/supernatural,http://www.tntdrama.com/shows/supernatural/season-10/episode-19/the-werther-project,697063,2044056,0
tntdrama,1.0.0,US,04/19/2020,0,TVE,Supernatural,10,20,Angel Heart,04/16/2020,04/23/2020,2520,TV-14,en,http://www.tntdrama.com/shows/supernatural,http://www.tntdrama.com/shows/supernatural/season-10/episode-20/angel-heart,697063,2044057,0
tntdrama,1.0.0,US,04/19/2020,0,TVE,Supernatural,10,21,Dark Dynasty,04/17/2020,04/23/2020,2522,TV-14,en,http://www.tntdrama.com/shows/supernatural,http://www.tntdrama.com/shows/supernatural/season-10/episode-21/dark-dynasty,697063,2044058,0
tntdrama,1.0.0,US,04/19/2020,0,TVE,The Last Ship,5,6,Air Drop,04/14/2020,04/21/2020,2522,TV-14,en,http://www.tntdrama.com/shows/the-last-ship,http://www.tntdrama.com/shows/the-last-ship/season-5/episode-6/air-drop,965438,2100565,0
tntdrama,1.0.0,US,04/19/2020,0,TVE,The Last Ship,5,7,Somos la Sangre,04/14/2020,04/21/2020,2522,TV-14,en,http://www.tntdrama.com/shows/the-last-ship,http://www.tntdrama.com/shows/the-last-ship/season-5/episode-7/somos-la-sangre,965438,2100566,0
tntdrama,1.0.0,US,04/19/2020,0,TVE,The Last Ship,5,8,Honor,04/14/2020,04/21/2020,2583,TV-14,en,http://www.tntdrama.com/shows/the-last-ship,http://www.tntdrama.com/shows/the-last-ship/season-5/episode-8/honor,965438,2100567,0
tntdrama,1.0.0,US,04/19/2020,0,TVE,The Last Ship,5,9,Courage,04/14/2020,04/21/2020,2524,TV-14,en,http://www.tntdrama.com/shows/the-last-ship,http://www.tntdrama.com/shows/the-last-ship/season-5/episode-9/courage,965438,2100568,0
tntdrama,1.0.0,US,04/19/2020,0,TVE,The Last Ship,5,10,Commitment,04/14/2020,04/21/2020,2614,TV-14,en,http://www.tntdrama.com/shows/the-last-ship,http://www.tntdrama.com/shows/the-last-ship/season-5/episode-10/commitment,965438,2100569,0
tntdrama,1.0.0,US,04/19/2020,0,TVE,American Race,1,1,Baltimore Rising,04/02/2020,12/31/2020,2485,TV-14,en,http://www.tntdrama.com/shows/american-race,http://www.tntdrama.com/shows/american-race/season-1/episode-1/baltimore-rising,2099118,2099119,1
tntdrama,1.0.0,US,04/19/2020,0,TVE,American Race,1,2,Muslim Is the New Black,04/02/2020,12/31/2020,2484,TV-14,en,http://www.tntdrama.com/shows/american-race,http://www.tntdrama.com/shows/american-race/season-1/episode-2/muslim-is-the-new-black,2099118,2099120,1
tntdrama,1.0.0,US,04/19/2020,0,TVE,American Race,1,3,Entertainment Still So White,04/02/2020,12/31/2020,2494,TV-14,en,http://www.tntdrama.com/shows/american-race,http://www.tntdrama.com/shows/american-race/season-1/episode-3/entertainment-still-so-white,2099118,2099121,1
tntdrama,1.0.0,US,04/19/2020,0,TVE,American Race,1,4,The Divided States of America,04/02/2020,12/31/2020,2494,TV-14,en,http://www.tntdrama.com/shows/american-race,http://www.tntdrama.com/shows/american-race/season-1/episode-4/the-divided-states-of-america,2099118,2099122,1
tntdrama,1.0.0,US,04/19/2020,0,TVE,Bones,11,7,The Promise in the Palace,04/17/2020,04/24/2020,2523,TV-14,en,http://www.tntdrama.com/shows/bones,http://www.tntdrama.com/shows/bones/season-11/episode-7/the-promise-in-the-palace,700029,2075024,0
tntdrama,1.0.0,US,04/19/2020,0,TVE,Bones,11,8,High Treason in the Holiday Season,04/17/2020,04/24/2020,2523,TV-14,en,http://www.tntdrama.com/shows/bones,http://www.tntdrama.com/shows/bones/season-11/episode-8/high-treason-in-the-holiday-season,700029,2075512,0
tntdrama,1.0.0,US,04/19/2020,0,TVE,Bones,11,9,The Cowboy in the Contest,04/17/2020,04/24/2020,2524,TV-14,en,http://www.tntdrama.com/shows/bones,http://www.tntdrama.com/shows/bones/season-11/episode-9/the-cowboy-in-the-contest,700029,2080293,0
tntdrama,1.0.0,US,04/19/2020,0,TVE,Bones,11,10,The Doom in the Boom,04/17/2020,04/24/2020,2524,TV-14,en,http://www.tntdrama.com/shows/bones,http://www.tntdrama.com/shows/bones/season-11/episode-10/the-doom-in-the-boom,700029,2080294,0
tntdrama,1.0.0,US,04/19/2020,0,TVE,Bones,11,11,The Death in the Defense,04/17/2020,04/24/2020,2524,TV-14,en,http://www.tntdrama.com/shows/bones,http://www.tntdrama.com/shows/bones/season-11/episode-11/the-death-in-the-defense,700029,2089065,0
tntdrama,1.0.0,US,04/19/2020,0,TVE,Bones,11,12,The Murder of the Meninist,04/17/2020,04/24/2020,2524,TV-14,en,http://www.tntdrama.com/shows/bones,http://www.tntdrama.com/shows/bones/season-11/episode-12/the-murder-of-the-meninist,700029,2089066,0
tntdrama,1.0.0,US,04/19/2020,0,TVE,Bones,11,13,The Monster in the Closet,04/17/2020,04/24/2020,2524,TV-14,en,http://www.tntdrama.com/shows/bones,http://www.tntdrama.com/shows/bones/season-11/episode-13/the-monster-in-the-closet,700029,2089067,0
tntdrama,1.0.0,US,04/19/2020,0,TVE,Bones,11,14,The Last Shot at a Second Chance,04/17/2020,04/24/2020,2521,TV-14,en,http://www.tntdrama.com/shows/bones,http://www.tntdrama.com/shows/bones/season-11/episode-14/the-last-shot-at-a-second-chance,700029,2089068,0
tntdrama,1.0.0,US,04/19/2020,0,TVE,Bones,11,15,The Fight in the Fixer,04/17/2020,04/24/2020,2524,TV-14,en,http://www.tntdrama.com/shows/bones,http://www.tntdrama.com/shows/bones/season-11/episode-15/the-fight-in-the-fixer,700029,2089445,0
tntdrama,1.0.0,US,04/19/2020,0,TVE,Bones,11,16,The Strike in the Chord,04/17/2020,04/24/2020,2522,TV-14,en,http://www.tntdrama.com/shows/bones,http://www.tntdrama.com/shows/bones/season-11/episode-16/the-strike-in-the-chord,700029,2089446,0
tntdrama,1.0.0,US,04/19/2020,0,TVE,Good Behavior,2,1,The Heart Attack Is the Best Way (Uncut),04/17/2020,04/24/2020,2986,TV-MA,en,http://www.tntdrama.com/shows/good-behavior,http://www.tntdrama.com/shows/good-behavior/season-2/episode-1/the-heart-attack-is-the-best-way-uncut,2075139,2114024,1
tntdrama,1.0.0,US,04/19/2020,0,TVE,Good Behavior,2,2,I Want You to Leave a Person Alive for Once (Uncut),04/17/2020,04/24/2020,2790,TV-MA,en,http://www.tntdrama.com/shows/good-behavior,http://www.tntdrama.com/shows/good-behavior/season-2/episode-2/i-want-you-to-leave-a-person-alive-for-once-uncut,2075139,2114025,1
tntdrama,1.0.0,US,04/19/2020,0,TVE,Good Behavior,2,3,Because I'm Mrs. Claus (Uncut),04/17/2020,04/24/2020,3012,TV-MA,en,http://www.tntdrama.com/shows/good-behavior,http://www.tntdrama.com/shows/good-behavior/season-2/episode-3/because-im-mrs-claus-uncut,2075139,2114026,1
