url,genre,language,bot_country,availabilityStarts,availabilityEnds,bot_system,offer_type
\/shows\/wrecked\/season-1\/episode-9\/javier-and-the-gang,WatchAction,en,US,2020-03-12T22:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/the-big-bang-theory\/season-2\/episode-1\/the-bad-fish-paradigm,WatchAction,en,US,2020-04-16T04:30:00+00:00,2020-04-23T07:59:59+00:00,TBS,TVE
\/shows\/wrecked\/season-2\/episode-4\/tony-pepperoni,WatchAction,en,US,2020-03-12T22:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/conan\/season-8\/episode-117\/conan-without-borders-japan,WatchAction,en,US,2020-03-03T23:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/everybody-loves-raymond\/season-7\/episode-24\/roberts-wedding,WatchAction,en,US,2020-04-18T16:30:00+00:00,2020-04-25T16:29:00+00:00,TBS,TVE
\/shows\/search-party\/season-2\/episode-10\/psychosis-uncut,WatchAction,en,US,2020-04-02T08:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/brooklyn-nine-nine\/season-4\/episode-8\/skyfire-cycle,WatchAction,en,US,2020-04-17T08:00:00+00:00,2020-04-24T07:59:59+00:00,TBS,TVE
\/shows\/the-big-bang-theory\/season-1\/episode-15\/the-pork-chop-indeterminacy,WatchAction,en,US,2020-04-16T03:00:00+00:00,2020-04-23T07:59:59+00:00,TBS,TVE
\/shows\/seinfeld\/season-8\/episode-6\/the-fatigues,WatchAction,en,US,2020-04-15T16:00:00+00:00,2020-04-22T15:59:00+00:00,TBS,TVE
\/shows\/conan\/season-8\/episode-29\/conan-without-borders-haiti,WatchAction,en,US,2020-03-03T23:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/conan\/season-5\/episode-56\/conan-in-cuba,WatchAction,en,US,2020-03-03T23:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/2-broke-girls\/season-3\/episode-15\/and-the-icing-on-the-cake,WatchAction,en,US,2020-04-17T12:00:00+00:00,2020-04-24T11:59:00+00:00,TBS,TVE
\/shows\/seinfeld\/season-8\/episode-11\/the-little-jerry,WatchAction,en,US,2020-04-16T16:30:00+00:00,2020-04-23T16:29:00+00:00,TBS,TVE
\/shows\/conan\/season-6\/episode-6\/conan-in-armenia,WatchAction,en,US,2020-03-03T23:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/2-broke-girls\/season-3\/episode-3\/and-the-kitty-kitty-spank-spank,WatchAction,en,US,2020-04-15T11:30:00+00:00,2020-04-22T11:29:00+00:00,TBS,TVE
\/shows\/wrecked\/season-1\/episode-7\/the-trial,WatchAction,en,US,2020-03-12T22:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/american-dad\/season-14\/episode-3\/stan-francine-connie-ted,WatchAction,en,US,2020-03-05T10:00:00+00:00,2020-05-21T07:59:59+00:00,TBS,TVE
\/shows\/friends\/season-1\/episode-21\/the-one-with-the-fake-monica,WatchAction,en,US,2020-04-13T08:00:00+00:00,2020-04-20T07:59:59+00:00,TBS,TVE
\/shows\/angie-tribeca\/season-3\/episode-7\/license-to-drill,WatchAction,en,US,2020-04-17T08:00:00+00:00,2020-04-24T07:59:59+00:00,TBS,TVE
\/shows\/wrecked\/season-2\/episode-6\/sister-mercy,WatchAction,en,US,2020-03-12T22:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/american-dad\/season-14\/episode-12\/stompe-le-monde,WatchAction,en,US,2020-03-05T10:00:00+00:00,2020-05-21T07:59:59+00:00,TBS,TVE
\/shows\/conan\/season-7\/episode-51\/conan-without-borders-made-in-mexico,WatchAction,en,US,2020-03-03T23:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/wrecked\/season-3\/episode-5\/last-meal,WatchAction,en,US,2020-03-12T22:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/wrecked\/season-1\/episode-2\/rest-in-peace-callaway-hinkle,WatchAction,en,US,2020-03-12T22:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/search-party\/season-1\/episode-9\/password-to-the-shadows-uncut,WatchAction,en,US,2020-04-02T08:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/conan\/season-6\/episode-68\/conan-in-korea,WatchAction,en,US,2020-03-03T23:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/wrecked\/season-2\/episode-2\/poison,WatchAction,en,US,2020-03-12T22:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/2-broke-girls\/season-3\/episode-17\/and-the-married-man-sleepover,WatchAction,en,US,2020-04-19T12:00:00+00:00,2020-04-26T11:59:00+00:00,TBS,TVE
\/shows\/conan\/season-7\/episode-17\/conan-without-borders-berlin,WatchAction,en,US,2020-03-03T23:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/brooklyn-nine-nine\/season-4\/episode-4\/the-night-shift,WatchAction,en,US,2020-04-17T08:00:00+00:00,2020-04-24T07:59:59+00:00,TBS,TVE
\/shows\/american-dad\/season-14\/episode-16\/pride-before-the-fail,WatchAction,en,US,2020-03-05T10:00:00+00:00,2020-05-21T07:59:59+00:00,TBS,TVE
\/shows\/search-party\/season-2\/episode-7\/denial-uncut,WatchAction,en,US,2020-04-02T08:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/american-dad\/season-14\/episode-18\/no-weddings-and-a-funeral,WatchAction,en,US,2020-03-05T10:00:00+00:00,2020-05-21T07:59:59+00:00,TBS,TVE
\/shows\/family-guy\/season-14\/episode-10\/candy-quahog-marshmallow,WatchAction,en,US,2020-04-16T08:00:00+00:00,2020-04-23T07:59:59+00:00,TBS,TVE
\/shows\/wrecked\/season-3\/episode-10\/the-island-family,WatchAction,en,US,2020-03-12T22:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/brooklyn-nine-nine\/season-4\/episode-6\/monster-in-the-closet,WatchAction,en,US,2020-04-17T08:00:00+00:00,2020-04-24T07:59:59+00:00,TBS,TVE
