url,genre,language,bot_country,availabilityStarts,availabilityEnds,bot_system,offer_type
\/shows\/bobs-burgers\/season-4\/episode-9\/slumber-party,WatchAction,en,US,2020-04-16T08:00:00+00:00,2020-04-23T07:59:59+00:00,TBS,TVE
\/shows\/everybody-loves-raymond\/season-7\/episode-6\/robert-needs-money,WatchAction,en,US,2020-04-13T15:00:00+00:00,2020-04-20T14:59:00+00:00,TBS,TVE
\/shows\/tarantula\/season-1\/episode-9\/shabzinzo,WatchAction,en,US,2020-04-02T08:00:00+00:00,2020-12-31T09:59:59+00:00,TBS,TVE
\/shows\/seinfeld\/season-8\/episode-12\/the-money,WatchAction,en,US,2020-04-16T17:30:00+00:00,2020-04-23T17:29:00+00:00,TBS,TVE
\/shows\/conan\/season-9\/episode-38\/conan-without-borders-australia,WatchAction,en,US,2020-03-03T23:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/tarantula\/season-1\/episode-3\/toast-of-the-town,WatchAction,en,US,2020-04-02T08:00:00+00:00,2020-12-31T09:59:59+00:00,TBS,TVE
\/shows\/the-big-bang-theory\/season-2\/episode-8\/the-lizard-spock-expansion,WatchAction,en,US,2020-04-17T04:30:00+00:00,2020-04-24T07:59:00+00:00,TBS,TVE
\/shows\/seinfeld\/season-8\/episode-1\/the-foundation,WatchAction,en,US,2020-04-14T08:00:00+00:00,2020-04-21T07:59:00+00:00,TBS,TVE
\/shows\/friends\/season-2\/episode-21\/the-one-with-the-bullies,WatchAction,en,US,2020-04-13T08:00:00+00:00,2020-04-20T07:59:59+00:00,TBS,TVE
\/shows\/2-broke-girls\/season-3\/episode-7\/and-the-girlfriend-experience,WatchAction,en,US,2020-04-16T09:30:00+00:00,2020-04-23T09:29:00+00:00,TBS,TVE
\/shows\/everybody-loves-raymond\/season-7\/episode-20\/whos-next,WatchAction,en,US,2020-04-17T15:00:00+00:00,2020-04-24T14:59:00+00:00,TBS,TVE
\/shows\/angie-tribeca\/season-3\/episode-9\/germs-of-endearment,WatchAction,en,US,2020-04-17T08:00:00+00:00,2020-04-24T07:59:59+00:00,TBS,TVE
\/shows\/2-broke-girls\/season-3\/episode-2\/and-the-kickstarter,WatchAction,en,US,2020-04-14T12:30:00+00:00,2020-04-21T12:29:00+00:00,TBS,TVE
\/shows\/wrecked\/season-1\/episode-10\/cop-tricks,WatchAction,en,US,2020-03-12T22:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/the-big-bang-theory\/season-2\/episode-6\/the-cooper-nowitzki-theorem,WatchAction,en,US,2020-04-17T03:30:00+00:00,2020-04-24T07:59:59+00:00,TBS,TVE
\/shows\/american-dad\/season-14\/episode-19\/eight-fires,WatchAction,en,US,2020-03-05T10:00:00+00:00,2020-05-21T07:59:59+00:00,TBS,TVE
\/shows\/american-dad\/season-14\/episode-6\/lost-boys,WatchAction,en,US,2020-03-05T10:00:00+00:00,2020-05-21T07:59:59+00:00,TBS,TVE
\/shows\/conan\/season-8\/episode-58\/conan-without-borders-italy,WatchAction,en,US,2020-03-03T23:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/search-party\/season-2\/episode-4\/suspicion-uncut,WatchAction,en,US,2020-04-02T08:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/tarantula\/season-1\/episode-4\/one-weird-mama,WatchAction,en,US,2020-04-02T08:00:00+00:00,2020-12-31T09:59:59+00:00,TBS,TVE
\/shows\/the-big-bang-theory\/season-1\/episode-16\/the-peanut-reaction,WatchAction,en,US,2020-04-16T03:30:00+00:00,2020-04-23T07:59:59+00:00,TBS,TVE
\/shows\/friends\/season-9\/episode-16\/the-one-with-the-boob-job,WatchAction,en,US,2020-04-13T08:00:00+00:00,2020-04-20T07:59:59+00:00,TBS,TVE
\/shows\/tarantula\/season-1\/episode-5\/macaroni-salad,WatchAction,en,US,2020-04-02T08:00:00+00:00,2020-12-31T09:59:59+00:00,TBS,TVE
\/shows\/bobs-burgers\/season-5\/episode-2\/tina-and-the-real-ghost,WatchAction,en,US,2020-04-16T08:00:00+00:00,2020-04-23T07:59:59+00:00,TBS,TVE
\/shows\/conan\/season-10\/episode-44\/april-16-2020,WatchAction,en,US,2020-04-17T13:30:00+00:00,2020-05-02T07:59:59+00:00,TBS,TVE
\/shows\/bobs-burgers\/season-4\/episode-2\/fort-night,WatchAction,en,US,2020-04-16T08:00:00+00:00,2020-04-23T07:59:59+00:00,TBS,TVE
\/shows\/conan\/season-9\/episode-102\/conan-without-borders-ghana,WatchAction,en,US,2020-03-03T23:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/conan\/season-10\/episode-38\/april-7-2020,WatchAction,en,US,2020-04-08T13:30:00+00:00,2020-04-23T07:59:59+00:00,TBS,TVE
\/shows\/miracle-workers-dark-ages\/season-2\/episode-4\/internship,WatchAction,en,US,2020-02-19T08:30:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/the-detour\/season-4\/episode-8\/the-same,WatchAction,en,US,2020-04-16T08:00:00+00:00,2020-04-23T07:59:59+00:00,TBS,TVE
\/shows\/wrecked\/season-2\/episode-7\/cruise-ifornication,WatchAction,en,US,2020-03-12T22:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/wrecked\/season-3\/episode-6\/hunt-day,WatchAction,en,US,2020-03-12T20:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/search-party\/season-1\/episode-6\/the-secret-of-the-sinister-ceremony-uncut,WatchAction,en,US,2020-04-02T08:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/the-detour\/season-4\/episode-6\/the-game-show,WatchAction,en,US,2020-04-16T08:00:00+00:00,2020-04-23T07:59:59+00:00,TBS,TVE
\/shows\/angie-tribeca\/season-3\/episode-10\/go-get-em-tiger,WatchAction,en,US,2020-04-17T08:00:00+00:00,2020-04-24T07:59:59+00:00,TBS,TVE
\/shows\/everybody-loves-raymond\/season-7\/episode-18\/the-plan,WatchAction,en,US,2020-04-16T15:30:00+00:00,2020-04-23T15:29:00+00:00,TBS,TVE
\/shows\/conan\/season-9\/episode-82\/conan-without-borders-greenland,WatchAction,en,US,2020-03-03T23:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/2-broke-girls\/season-3\/episode-6\/and-the-piece-of-sheet,WatchAction,en,US,2020-04-16T09:00:00+00:00,2020-04-23T08:59:00+00:00,TBS,TVE
\/shows\/brooklyn-nine-nine\/season-4\/episode-7\/mr-santiago,WatchAction,en,US,2020-04-17T08:00:00+00:00,2020-04-24T07:59:59+00:00,TBS,TVE
\/shows\/bobs-burgers\/season-5\/episode-19\/housetrap,WatchAction,en,US,2020-04-16T08:00:00+00:00,2020-04-23T07:59:59+00:00,TBS,TVE
\/shows\/wrecked\/season-3\/episode-9\/mrs-stanwick,WatchAction,en,US,2020-03-12T22:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/search-party\/season-1\/episode-5\/the-mystery-of-the-golden-charm-uncut,WatchAction,en,US,2020-04-02T08:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/bobs-burgers\/season-5\/episode-16\/the-runway-club,WatchAction,en,US,2020-04-16T08:00:00+00:00,2020-04-23T07:59:59+00:00,TBS,TVE
\/shows\/final-space\/season-2\/episode-11\/the-set-up,WatchAction,en,US,2020-04-15T08:00:00+00:00,2020-04-22T07:59:59+00:00,TBS,TVE
\/shows\/conan\/season-10\/episode-41\/april-13-2020,WatchAction,en,US,2020-04-14T13:30:00+00:00,2020-04-29T07:59:59+00:00,TBS,TVE
\/shows\/seinfeld\/season-8\/episode-13\/the-comeback,WatchAction,en,US,2020-04-16T17:00:00+00:00,2020-04-23T16:59:00+00:00,TBS,TVE
\/shows\/everybody-loves-raymond\/season-7\/episode-22\/the-shower,WatchAction,en,US,2020-04-18T15:30:00+00:00,2020-04-25T15:29:00+00:00,TBS,TVE
\/shows\/american-dad\/season-14\/episode-17\/enter-stanman,WatchAction,en,US,2020-03-05T10:00:00+00:00,2020-05-21T07:59:59+00:00,TBS,TVE
\/shows\/search-party\/season-2\/episode-5\/paranoia-uncut,WatchAction,en,US,2020-04-02T08:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/angie-tribeca\/season-3\/episode-6\/hey-im-solvin-here,WatchAction,en,US,2020-04-17T08:00:00+00:00,2020-04-24T07:59:59+00:00,TBS,TVE
\/shows\/family-guy\/season-11\/episode-18\/total-recall,WatchAction,en,US,2020-04-16T08:00:00+00:00,2020-04-23T07:59:59+00:00,TBS,TVE
\/shows\/the-last-og\/season-3\/episode-2\/started-from-the-bottom-uncut,WatchAction,en,US,2020-04-15T06:30:00+00:00,2020-07-10T07:59:59+00:00,TBS,TVE
\/shows\/2-broke-girls\/season-2\/episode-24\/and-the-window-of-opportunity,WatchAction,en,US,2020-04-14T11:30:00+00:00,2020-04-21T11:29:00+00:00,TBS,TVE
\/shows\/friends\/season-2\/episode-19\/the-one-where-eddie-wont-go,WatchAction,en,US,2020-04-13T08:00:00+00:00,2020-04-20T07:59:59+00:00,TBS,TVE
\/shows\/wrecked\/season-1\/episode-4\/the-community-pile,WatchAction,en,US,2020-03-12T22:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/american-dad\/season-14\/episode-13\/mom-sauce,WatchAction,en,US,2020-03-05T10:00:00+00:00,2020-05-21T07:59:59+00:00,TBS,TVE
\/shows\/family-guy\/season-13\/episode-17\/fighting-irish,WatchAction,en,US,2020-04-16T08:00:00+00:00,2020-04-23T07:59:59+00:00,TBS,TVE
\/shows\/full-frontal-with-samantha-bee\/season-5\/episode-7\/april-8-2020,WatchAction,en,US,2020-04-09T13:00:00+00:00,2020-06-10T07:59:59+00:00,TBS,TVE
\/shows\/seinfeld\/season-8\/episode-2\/the-soul-mate,WatchAction,en,US,2020-04-14T16:00:00+00:00,2020-04-21T15:59:00+00:00,TBS,TVE
\/shows\/seinfeld\/season-8\/episode-16\/the-pothole,WatchAction,en,US,2020-04-17T16:00:00+00:00,2020-04-24T15:59:00+00:00,TBS,TVE
\/shows\/wrecked\/season-1\/episode-3\/always-meant-to-see-that,WatchAction,en,US,2020-03-12T22:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/search-party\/season-2\/episode-6\/obsession-uncut,WatchAction,en,US,2020-04-02T08:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/search-party\/season-1\/episode-2\/the-woman-who-knew-too-much-uncut,WatchAction,en,US,2020-04-02T08:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/search-party\/season-1\/episode-3\/the-night-of-one-hundred-candles-uncut,WatchAction,en,US,2020-04-02T08:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/everybody-loves-raymond\/season-8\/episode-2\/thank-you-notes,WatchAction,en,US,2020-04-19T16:30:00+00:00,2020-04-26T16:29:00+00:00,TBS,TVE
\/shows\/wrecked\/season-3\/episode-8\/the-dark-prince-returns,WatchAction,en,US,2020-03-12T22:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/search-party\/season-1\/episode-8\/the-return-of-the-forgotten-phantom-uncut,WatchAction,en,US,2020-04-02T08:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/everybody-loves-raymond\/season-7\/episode-17\/meeting-the-parents,WatchAction,en,US,2020-04-16T15:00:00+00:00,2020-04-23T14:59:00+00:00,TBS,TVE
\/shows\/conan\/season-10\/episode-43\/april-15-2020,WatchAction,en,US,2020-04-16T13:30:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/conan\/season-10\/episode-37\/april-6-2020,WatchAction,en,US,2020-04-07T13:30:00+00:00,2020-04-22T07:59:59+00:00,TBS,TVE
\/shows\/seinfeld\/season-8\/episode-7\/the-checks,WatchAction,en,US,2020-04-15T16:30:00+00:00,2020-04-22T16:29:00+00:00,TBS,TVE
\/shows\/conan\/season-10\/episode-42\/april-14-2020,WatchAction,en,US,2020-04-15T13:30:00+00:00,2020-04-30T07:59:59+00:00,TBS,TVE
\/shows\/wrecked\/season-3\/episode-4\/a-game-of-chest,WatchAction,en,US,2020-03-12T22:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/tarantula\/season-1\/episode-8\/frog-flog,WatchAction,en,US,2020-04-02T08:00:00+00:00,2020-12-31T09:59:59+00:00,TBS,TVE
\/shows\/tarantula\/season-1\/episode-10\/pig-head,WatchAction,en,US,2020-04-02T08:00:00+00:00,2020-12-31T09:59:59+00:00,TBS,TVE
\/shows\/miracle-workers-dark-ages\/season-2\/episode-9\/moving-out-part-1,WatchAction,en,US,2020-03-25T06:30:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
\/shows\/wrecked\/season-1\/episode-8\/the-adventures-of-beth-and-lamar,WatchAction,en,US,2020-03-12T22:00:00+00:00,2020-05-01T07:59:59+00:00,TBS,TVE
